Pickup_Kynseed |= 킨시드
Pickup_160 |= 페어리 빵
Pickup_Description_160 |= 스프라이트로 씻어내세요.
Pickup_926 |= 베리 브라이트 빵
Pickup_Description_926 |= 메리 만들기.
Pickup_927 |= 호키 호기
Pickup_Description_927 |= 왼쪽 빵을 넣습니다.
Pickup_928 |= 각진 웨지
Pickup_Description_928 |= 기존 블록에서 벗어난 칩입니다.
Pickup_929 |= 베라의 승리 채소
Pickup_Description_929 |= 또 고기 먹을 거야.
Pickup_930 |= 크릭 앤 쿠프
Pickup_Description_930 |= 무료 배송.
Pickup_931 |= 쏘는 스펀지
Pickup_Description_931 |= 꽤 날카로운 맛입니다.
Pickup_932 |= 불타는 플란
Pickup_Description_932 |= 크림 친구를 건네주세요.
Pickup_933 |= 딸기 잼
Pickup_Description_933 |= 딸기, 꿀, 민트.
Pickup_934 |= 블루베리 잼
Pickup_Description_934 |= 블루베리, 꿀, 블루베리.
Pickup_935 |= 구미얌 파이
Pickup_Description_935 |= 꿀, 구미 버섯, 딸기.
Pickup_936 |= 피시위시 파이
Pickup_Description_936 |= 저주고기, 피시 위시, 위드스키머.
Pickup_937 |= 포도 잼
Pickup_Description_937 |= 꿀, 포도, 포도.
Pickup_938 |= 나이트베리 잼
Pickup_Description_938 |= 나이트베리, 나이트베리, 나이트베리.
Pickup_939 |= 설탕 자두 잼
Pickup_Description_939 |= 설탕 자두, 설탕 자두, 설탕 자두.
Pickup_940 |= 엘더베리 잼
Pickup_Description_940 |= 엘더베리, 엘더베리, 엘더베리.
Pickup_941 |= 황혼 체리 잼
Pickup_Description_941 |= 황혼 체리, 황혼 체리, 황혼 체리.
Pickup_942 |= 내장 파이
Pickup_Description_942 |= 플리커핀, 오팔 잉어, 블루베리.
Pickup_943 |= 찹 구이
Pickup_Description_943 |= 돼지갈비, 구미 버섯, 꿀.
Pickup_944 |= 왕가의 수프
Pickup_Description_944 |= 로리안테, 양배추, 바질.
Pickup_945 |= 매력 감소
Pickup_Description_945 |= 엘더베리, 호박, 딸기.
Pickup_946 |= 라란파스트
Pickup_Description_946 |= 스웜플래치, 꿀, 축축한 이끼.
Pickup_947 |= 선셋 드라이브오버
Pickup_Description_947 |= 설탕 자두, 나이트베리, 저주고기.
Pickup_948 |= 브라켄바르름
Pickup_Description_948 |= 엘더베리, 가스가 찬 사과, 카모마일.
Pickup_949 |= 페어리 빵
Pickup_Description_949 |= 설탕 자두, 카모마일, 무지개 버섯.
Pickup_950 |= 베리 브라이트 빵
Pickup_Description_950 |= 엘더베리, 나이트베리, 배.
Pickup_951 |= 호키 호기
Pickup_Description_951 |= 순무, 바질, 돼지갈비.
Pickup_952 |= 각진 웨지
Pickup_Description_952 |= 연어, 바벨, 손가락 많은 물고기.
Pickup_953 |= 베라의 승리 채소
Pickup_Description_953 |= 알로에 베라, 순무, 엘더베리.
Pickup_954 |= 크릭 앤 쿠프
Pickup_Description_954 |= 닭다리, 창꼬치, 바벨.
Pickup_955 |= 쏘는 스펀지
Pickup_Description_955 |= 쐐기풀, 생강, 배.
Pickup_956 |= 불타는 플란
Pickup_Description_956 |= 화염고기, 플리커핀, 생강.
Pickup_957 |= 순무 씨앗
Pickup_Description_957 |= 보라색 비는 필요 없습니다, 나의 왕자님.
Pickup_487 |= 포도
Pickup_Description_487 |= 항상 징징댑니다.
Pickup_958 |= 테라리움
Pickup_Description_958 |= 급하게 작물을 수확하고 싶으신가요? 바로 시작하세요.
Pickup_959 |= 알로에 베라 위치 1
Pickup_Description_959 |= 알로에 베라! 드레스를 보여주세요! 섬머다운의 들판에서.
Pickup_960 |= 위드스키머 위치 1
Pickup_Description_960 |= 고요한 갈대 사이 어디든,\n 위드스키머가 잡초 사이를 훑어봅니다.
Pickup_961 |= 알로에 베라 위치 2
Pickup_Description_961 |= 알로에 베라는\n사람들이 점심 케이크를 다 먹을 때만 깨어납니다.
Pickup_962 |= 알로에 베라 사용법
Pickup_Description_962 |= 체질이 온몸을 가득 채웁니다.\n 그릇에 알로에 베라를 담아보세요.
Pickup_963 |= 코인테일 위치 1
Pickup_Description_963 |= 탐욕스러운 물고기를 코인테일하세요.\n 접시에 하나라도 있었으면 좋았을 텐데요.
Pickup_964 |= 코인테일 위치 2
Pickup_Description_964 |= 언제, 어디서나, 어떤 수영장에서든\n 코인테일은 바보들의 금을 회전시킵니다.
Pickup_965 |= 코인테일 사용법
Pickup_Description_965 |= 매력과 물물교환 기술을 높입니다.\n 하지만 코인테일이 죽이는 이유가 있습니다.
Pickup_966 |= 고수 위치 1
Pickup_Description_966 |= 허브가 자라는 베일에서\n 고수는 흙을 사랑합니다.
Pickup_967 |= 고수 위치 2
Pickup_Description_967 |= 점심 식사 후에야 깨어나는 고수!\n 일년 내내 빵을 굽습니다.
Pickup_968 |= 고수 사용법
Pickup_Description_968 |= 협상 스킬이 부족하다면 \n 고수가 거래를 도와줄 수 있습니다.
Pickup_969 |= 축축한 이끼 위치 1
Pickup_Description_969 |= 유능한 나무꾼이라면 누구나 알고 있듯이\n 나무 그루터기에는 축축한 이끼가 자랍니다.
Pickup_970 |= 축축한 이끼 위치 2
Pickup_Description_970 |= 그루터기에 깨끗한 물을 부어주세요.\n 축축한 이끼를 주워보세요.
Pickup_971 |= 축축한 이끼 사용법
Pickup_Description_971 |= 축축한 이끼는 젖어 있고 철사처럼 강해\n사람의 강인함을 높여줍니다.
Pickup_972 |= 꿀 위치 2
Pickup_Description_972 |= 꿀은 어디서 구할 수 있을까요? 벌집에서! 오, 재밌지 않나요?
Pickup_973 |= 우유 이끼 위치 1
Pickup_Description_973 |= 우유 이끼는 작은 덩어리로 자라며,\n 자연의 식탁에서는 나무 그루터기라고 부릅니다.
Pickup_974 |= 우유 이끼 위치 2
Pickup_Description_974 |= 우유 이끼를 통통하게 자라게 하려면,\n 그루터기에 우유를 부어주세요.
Pickup_975 |= 우유 이끼 사용법
Pickup_Description_975 |= 밀크모스는 결코 해를 끼치려는 의도가 없고\n 항상 매력을 발산하는 것을 좋아합니다.
Pickup_976 |= 쐐기풀 위치 1
Pickup_Description_976 |= 퀼에서는 항상 주전자를 들고,\n 미드소머 머더와 올드 존 네틀에게 향합니다.
Pickup_977 |= 쐐기풀 위치 2
Pickup_Description_977 |= 저녁이 어두운 날개를 펼치기 전에\n 쐐기풀은 모든 고통을 비웃습니다.
Pickup_978 |= 쐐기풀 사용법
Pickup_Description_978 |= 쐐기풀은 사랑을 습관으로 만듭니다.\n 그것을 당신의 몸에 문지르지 마세요.
Pickup_575 |= 돼지고기 나무 위치 1
Pickup_Description_575 |= 동그라미 세 개가 있는 문을 통해\n 나무 위에 있는 돼지고기를 찾으세요.
Pickup_576 |= 돼지고기 나무 위치 2
Pickup_Description_576 |= 돼지고기를 키워서 찹을 만들려면\n 요정 상점에서 씨앗을 구입하세요!
Pickup_577 |= 돼지고기 나무 사용법
Pickup_Description_577 |= 개들은 약간의 돼지고기를 좋아합니다.\n 그러니 포크에서 돼지고기를 제공하세요.
Pickup_979 |= 연어 위치 1
Pickup_Description_979 |= 광야에서는 화살통의 화살처럼\n 연어가 빛나는 강에서 뛰어오릅니다.
Pickup_980 |= 연어 위치 2
Pickup_Description_980 |= 연어는 추위를 싫어하며\n 겨울의 황금빛을 타고 헤엄쳐 갑니다.
Pickup_981 |= 연어 사용법
Pickup_Description_981 |= 연어는 근육보충에도 좋고\n 일상의 분주함에도 도움이 됩니다.
Pickup_982 |= 달콤 이끼 위치 1
Pickup_Description_982 |= 요정들이 재채기를 하는 티르 나 노그에서는\n 나무 그루터기에 꿀을 붓습니다.
Pickup_983 |= 달콤 이끼 위치 2
Pickup_Description_983 |= 가서 똥을 누지 마세요!\n 그냥 가서 그루터기에 꿀을 부으세요!
Pickup_984 |= 달콤 이끼 사용법
Pickup_Description_984 |= 저녁 식사에 달콤 이끼를 넣어\n 엉덩이의 기술을 승자로 만들어보세요.
Pickup_985 |= 순무 위치 1
Pickup_Description_985 |= 순무는 가난한 사람의 채소이며,\n 멜로우필드에서는 울타리 옆에서 잠을 잡니다.
Pickup_986 |= 순무 위치 2
Pickup_Description_986 |= 순무는 여름을 싫어하기 때문에\n 춥고 습한 곳에서 자라는 것을 좋아합니다.
Pickup_987 |= 순무 사용법
Pickup_Description_987 |= 순무를 먹어라 내 할머니가 말했어,\n 순무가 네 팔을 팬만큼 강하게 만들어준다고.
Pickup_988 |= 위드스키머 위치 2
Pickup_Description_988 |= 위드스키머는 나뭇잎과 같아서\n 연못의 잡초를 훑어봅니다.
Pickup_989 |= 위드스키머 사용법
Pickup_Description_989 |= 위드스키머는 절실히 필요한 상황에서 다트를 쏘며\n 사람에게 엄청난 속도를 선사합니다.
Pickup_702 |= 우유 위치 2
Pickup_Description_702 |= 소는 왜 발굽이 있는지 아시나요? \n 소는 모두 유당을 섭취하기 때문이죠.
Pickup_990 |= 지하실 열쇠
Pickup_Description_990 |= 맞는 자물쇠를 찾아보세요.
Pickup_991 |= 우정의 반지
Pickup_Description_991 |= 소규모 친구 그룹. 경험치 획득량 부스트.
Pickup_992 |= 귀환의 토크
Pickup_Description_992 |= 원래 있던 곳으로 돌아갑니다. 서클의 무덤 입구로 이동합니다.
Pickup_993 |= 카바레 뒤 페이 토큰
Pickup_Description_993 |= 고급 시장으로 가봅시다. 특별한 페이 시장에 가보세요.
Pickup_994 |= 깊은 광산 열쇠
Pickup_Description_994 |= 열린 마음. 깊은 광산에 접근하세요.
Pickup_995 |= 눈보라 지팡이
Pickup_Description_995 |= 큰 지원. 눈보라를 만드세요.
Pickup_996 |= 번개 지팡이
Pickup_Description_996 |= 폭풍을 요리합니다. 저주물고기에게 유용하고, 가끔 아이템 품질이 좋고, 몬스터를 소환합니다...
Pickup_997 |= 오르골
Pickup_Description_997 |= 생활의 유물. 수수께끼의 용도가 있습니다. 댄서스로 향하세요. 애완동물을 데려가세요.
Pickup_998 |= 유리 렌즈
Pickup_Description_998 |= 또 다른 옵스큐라 렌즈, 헨지에서 사용해 보세요.
Pickup_999 |= 보팔 검 몰드
Pickup_Description_999 |= 이 금형으로 보팔 검을 제작합니다.
Pickup_1000 |= 보팔 검
Pickup_Description_1000 |= 날카로움. 재버워크를 공격할 수 있는 유일한 무기입니다.
Pickup_1001 |= 히얄라이트 부적
Pickup_Description_1001 |= 자기 성찰의 시간을 가져보세요. 전투 전에 이 부적을 착용하면 투사체가 튕겨나갈 수 있습니다.
Pickup_114 |= 가스밸리
Pickup_Description_114 |= 의견이 부풀려져 있습니다.
Pickup_113 |= 머드키퍼
Pickup_Description_113 |= 물고기와 함께 잠들기.
Pickup_122 |= 목시
Pickup_Description_122 |= 자기 전 화장실에 대한 IQ.
Pickup_488 |= 리크
Pickup_Description_488 |= 쏫아붓기.
Pickup_479 |= 보그콩
Pickup_Description_479 |= 보기에도, 냄새도, 맛도 똥 같아요. 음, 제가 똥을 먹는 건 아니지만요.
Pickup_126 |= 보기맨 버섯
Pickup_Description_126 |= 불공평합니다.
Pickup_480 |= 물안개
Pickup_Description_480 |= 마실래요? 좀 마실래요?!
Pickup_478 |= 붗꽃
Pickup_Description_478 |= 여기에는 옥수수가 없습니다.
Pickup_118 |= 마늘
Pickup_Description_118 |= 물림이 있습니다.
Pickup_117 |= 마시멜로
Pickup_Description_117 |= 쥐를 위한 부드러운 작은 쿠션같습니다.
Pickup_129 |= 베일
Pickup_Description_129 |= 뒤로 당깁니다.
Pickup_1002 |= 램튼 파이
Pickup_Description_1002 |= 반으로 자릅니다.
Pickup_1003 |= 램튼 파이
Pickup_Description_1003 |= 스웜플래치, 장어, 베일.
Pickup_1004 |= 목시 잼
Pickup_Description_1004 |= 목시, 목시, 목시.
Pickup_1005 |= 꼬끼오리크 수프
Pickup_Description_1005 |= 리크, 백리향, 닭다리.
Pickup_1006 |= 순무 파이
Pickup_Description_1006 |= 순무, 바질, 백리향.
Pickup_1007 |= 구울 해시
Pickup_Description_1007 |= 목시, 보기맨 버섯, 바늘고기.
Pickup_45 |= 걸쭉한 그림
Pickup_Description_45 |= 양배추, 오팔 잉어, 머드키퍼.
Pickup_1008 |= 커서리 글랜스
Pickup_Description_1008 |= 리크, 저주고기, 래디시.
Pickup_1010 |= 글루톤 프리 케이크
Pickup_Description_1010 |= 딸기, 마시멜로, 휘슬뿌리.
Pickup_1011 |= 암브로시아
Pickup_Description_1011 |= 달물고기, 무지개 버섯, 마시멜로.
Pickup_1012 |= 루크의 달리는 사람을 위한 조력 수프
Pickup_Description_1012 |= 위드스키머, 루아크라, 배.
Pickup_1013 |= 목시 잼
Pickup_Description_1013 |= 당신의 두뇌 능력을 보존합니다.
Pickup_1014 |= 꼬끼오리크 수프
Pickup_Description_1014 |= 진지합니까?
Pickup_1015 |= 순무 파이
Pickup_Description_1015 |= 순무입니다.
Pickup_1016 |= 구울 해시
Pickup_Description_1016 |= 죽음의 맛.
Pickup_1017 |= 커서리 글랜스
Pickup_Description_1017 |= 적을 위해 사랑과 정성을 다해 제작했습니다.
Pickup_1019 |= 글루톤 프리 케이크
Pickup_Description_1019 |= 무지방.
Pickup_1020 |= 암브로시아
Pickup_Description_1020 |= 신들의 음식. 파티의 신들.
Pickup_1021 |= 루크의 달리는 사람을 위한 조력 수프
Pickup_Description_1021 |= 피트니스 체험하기.
Pickup_167 |= 독 혀
Pickup_Description_167 |= 추가 패딩.
Pickup_1022 |= 노란 발톱
Pickup_Description_1022 |= 발가락 칼을 사용하세요.
Pickup_1023 |= 스프리건의 귀
Pickup_Description_1023 |= 좋아하거나 싫어하거나.
Pickup_1024 |= 뾰족한 가시
Pickup_Description_1024 |= 고슴도치 웨이터와는 상관없어요.
Pickup_1025 |= 오기르의 피
Pickup_Description_1025 |= 헤모-고블린.
Pickup_1026 |= 악취나는 발가락
Pickup_Description_1026 |= 썩은 아그그그 발바닥 냄새가 납니다.
Pickup_1027 |= 눈먼 메리
Pickup_Description_1027 |= 완벽한 시력을 가진 마녀의 이름에서 따온 이름입니다.
Pickup_1028 |= 맨드레이크
Pickup_Description_1028 |= 파헤집지 마세요.
Pickup_1029 |= 동굴풀
Pickup_Description_1029 |= 동굴속의 얼룩.
Pickup_1030 |= 끈적한 혀 
Pickup_Description_1030 |= 핥았습니다.
Pickup_1031 |= 거친 목구멍
Pickup_Description_1031 |= 눈에 띄는 일반적인 테이터.
Pickup_1032 |= 파스마즘
Pickup_Description_1032 |= 좀 멍청해요.
Pickup_1033 |= 샨테라그
Pickup_Description_1033 |= 이 꽃을 얻으려면 IQ가 높아져야 합니다.
Pickup_1034 |= 이프리스
Pickup_Description_1034 |= 연-연-연-연-연소 차단기.
Pickup_128 |= 크리스탈 콩
Pickup_Description_128 |= 콩을 놓쳤어요.
Pickup_1035 |= 베일 잼
Pickup_Description_1035 |= 웨딩드레스의 고장이 아닙니다.
Pickup_1036 |= 베일 잼
Pickup_Description_1036 |= 베일, 베일, 꿀.
Pickup_1037 |= 컨티냠
Pickup_Description_1037 |= 닥터 후가 이걸 먹으라고 추천한 걸로 알고 있어요.
Pickup_1038 |= 컨티냠
Pickup_Description_1038 |= 심장뿌리, 베일, 크리스탈 콩.
Pickup_1039 |= 거친 목구멍 위치 1
Pickup_Description_1039 |= 미드우드 수렁을 뛰어다니면서\n 크로커는 훨씬 더 높이 뛰고 점프합니다.
Pickup_1040 |= 님프의 날개 위치 2
Pickup_Description_1040 |= 요정을 죽였는데,\n 요정이 가장 멋진 날개를 떨어뜨렸어요.
Pickup_1041 |= 머드키퍼 사용법
Pickup_Description_1041 |= 머드키퍼의 특성은 다소 우스꽝스러운데,\n 윌리처럼 비명을 지르게 만듭니다.
Pickup_1042 |= 거친 목구멍 사용법
Pickup_Description_1042 |= 거친 목구멍은 기어다니는 방귀를 멈추게 하지만,\n당신을 잠들게 만들 것입니다.
Pickup_1043 |= 머드키퍼 위치 1
Pickup_Description_1043 |= 머드키퍼는 진흙탕 꿈을 꾸고 있습니다.\n 얕은 우마쉬 개울에서.
Pickup_1044 |= 머드키퍼 위치 2
Pickup_Description_1044 |= 머드키퍼는 더운 것을 싫어하므로\n 여름에는 구할 수 없습니다.
Pickup_1045 |= 가스밸리 위치 1
Pickup_Description_1045 |= 가스밸리, 납작하고 부풀어 오른 것,\n 우마쉬 물에서는 노래합니다.
Pickup_1046 |= 가스밸리 위치 2
Pickup_Description_1046 |= 아침 햇살이 비추면\n 가스밸리가 얼굴을 드러내며 활짝 웃습니다.
Pickup_1047 |= 가스밸리 사용법
Pickup_Description_1047 |= 가스밸리 물고기는 냄새가 많이 나고,\n 원한다면 폭탄도 만들 수 있습니다.
Pickup_1048 |= 목시 위치 1
Pickup_Description_1048 |= 우마쉬의 가장 어둡고 어두운 그늘 속에서\n 폭시 목시는 무성하게 자랍니다.
Pickup_1049 |= 목시 위치 2
Pickup_Description_1049 |= 목시는 특이한 식물입니다.\n 겨울과 봄에만 자랍니다.
Pickup_1050 |= 목시 사용법
Pickup_Description_1050 |= 졸리게 만들고 똑똑하게 만들어줍니다.\n 목시는 방귀를 참습니다.
Pickup_1051 |= 리크 위치 1
Pickup_Description_1051 |= 한번은 우마쉬의 늪에서\n 부추를 가져가야 했는데 일주일이나 걸렸어요!
Pickup_1052 |= 리크 위치 2
Pickup_Description_1052 |= 부추는 추위를 좋아하지 않으\n 코가 파랗지 않을 때 따세요!
Pickup_1053 |= 리크 사용법
Pickup_Description_1053 |= 부추는 그 이름에 걸맞게\n 당신의 특전을 향상시키고 게임을 향상시킵니다.
Pickup_1054 |= 물안개 위치 1
Pickup_Description_1054 |= 물안개는 우마쉬의 가스 웅덩이 사이에서\n 재단사의 실처럼 휘감습니다.
Pickup_1055 |= 물안개 위치 2
Pickup_Description_1055 |= 물안개는 상쾌한 새 봄을 싫어하고\n 여름이 날개를 펼칠 때까지 숨어 있습니다.
Pickup_1056 |= 물안개 사용법
Pickup_Description_1056 |= 물안개는 도박의 스릴을 선사하고\n 거래 기술을 높여줍니다.
Pickup_1057 |= 보그콩 위치 1
Pickup_Description_1057 |= 가장 습한 우마쉬 웅덩이 근처에서\n 보그콩은 바보들의 코를 터뜨립니다.
Pickup_1058 |= 보그콩 위치 2
Pickup_Description_1058 |= 보그콩은 비가 오면 깨어나는데, 그건 가을이죠, 잊지 마세요.
Pickup_1059 |= 보그콩 사용법
Pickup_Description_1059 |= 방귀가 침대에서 사라지지만\n 대신 냄새가 나게 됩니다!
Pickup_1060 |= 붗꽃 위치 1
Pickup_Description_1060 |= 건조한 잔디밭에 옹기종기 모여 있습니다.\n 붗꽃은 포옹이 필요한 것처럼 보입니다.
Pickup_1061 |= 붗꽃 위치 2
Pickup_Description_1061 |= 붗꽃은 겨울의 추위를 싫어하고\n 훨씬 더 따뜻하고 습한 황홀함을 선호합니다.
Pickup_1062 |= 붗꽃 사용법
Pickup_Description_1062 |= 붗꽃은 말솜씨를 선물했고,\n 체질적으로는 훌륭했습니다.
Pickup_1063 |= 눈먼 메리 위치 1
Pickup_Description_1063 |= 눈먼 메리는 보지 못할 수도 있습니다.\n 그녀는 우마쉬 길가에 있습니다.
Pickup_1064 |= 눈먼 메리 위치 2
Pickup_Description_1064 |= 연기와 안개가 짙게 깔리면\n 눈먼 메리는 얇은 지팡이를 휘두릅니다.
Pickup_1065 |= 눈먼 메리 사용법
Pickup_Description_1065 |= 눈먼 메리의 수액은 한 사람을 약화시키고\n 그를 함정에 빠뜨립니다.
Pickup_1066 |= 맨드레이크 위치 1
Pickup_Description_1066 |= 끔찍한 울음소리로 유명한 맨드레이크는\n 우마쉬의 음울하고 회색빛 하늘 아래 있습니다.
Pickup_1067 |= 맨드레이크 위치 2
Pickup_Description_1067 |= 저주를 받으면 맨드레이크 뿌리가\n 그 뒤를 드러낸다는 것을 알게 될 것입니다.
Pickup_1068 |= 맨드레이크 사용법
Pickup_Description_1068 |= 맨드레이크는 상처를 아주 잘 치료하지만\n 저주의 냄새를 맡을 것입니다.
Pickup_1069 |= 마시멜로 위치 1
Pickup_Description_1069 |= 우마쉬는 매우 척박한 땅이지만,\n그곳에서 달콤한 마시멜로를 발견할 수 있습니다.
Pickup_1070 |= 마시멜로 위치 2
Pickup_Description_1070 |= 젖은 것을 좋아하고 추위를 좋아하며,\n눈 속의 마시멜로와 금빛 나뭇잎을 좋아합니다.
Pickup_1071 |= 마시멜로 사용법
Pickup_Description_1071 |= 마시멜로는 친구들의 축배를 들게 하는\n 음식입니다.
Pickup_1072 |= 마늘 위치 1
Pickup_Description_1072 |= 냄새나는 늪지대에서\n 마늘은 소리 없는 방귀처럼 기다립니다.
Pickup_1073 |= 마늘 위치 2
Pickup_Description_1073 |= 하늘에 해가 떠오르고,\n 마늘이 졸린 눈을 뜹니다.
Pickup_1074 |= 마늘 사용법
Pickup_Description_1074 |= 당신의 입 냄새에 마늘이 묻어 있으면\n 친구들은 당신을 죽음처럼 피할 것입니다.
Pickup_1075 |= 보기맨 버섯 위치 1
Pickup_Description_1075 |= 옵스큐라가 보여주는 가장 깊은 광산은\n 보기맨 버섯과 그것이 자라는 곳입니다.
Pickup_1076 |= 보기맨 버섯 위치 2
Pickup_Description_1076 |= 지하 그루터기에 물을 부으면\n 보기맨 버섯이 덩어리로 자라게 합니다.
Pickup_1077 |= 보기맨 버섯 사용법
Pickup_Description_1077 |= 보기맨 버섯은 보기맨 걸음걸이와\n 수줍음과 덩치를 공유하며 무작위 특성을 부여합니다.
Pickup_1078 |= 크리스탈 콩 위치 1
Pickup_Description_1078 |= 크리스탈 땅에서 자라는\n 크리스탈 콩을 찾을 수 있습니다.
Pickup_1079 |= 크리스탈 콩 사용법
Pickup_Description_1079 |= 병을 멈추고, 온순하게 만들고,\n 마법을 부리는 크리스탈 콩은 종종 당황하게 합니다.
Pickup_1080 |= 크리스탈 콩 위치 2
Pickup_Description_1080 |= 인간 시간으로 12시부터 6시까지\n 크리스탈 콩이 꽃을 피웁니다.
Pickup_1081 |= 베일 위치 1
Pickup_Description_1081 |= 베일은 페이의 가장 높은 영역에서 왔으며,\n 보이드는 가장 밝은 낮처럼 어둡습니다.
Pickup_1082 |= 베일 위치 2
Pickup_Description_1082 |= 당신의 구원을 위해 베일이 싹트고,\n 여신의 축제가 열립니다.
Pickup_1083 |= 베일 사용법
Pickup_Description_1083 |= 베일은 전투에 사용될 때 저주를 내립니다.\n 하지만 시간은 길어지는 밤처럼 느려질 것입니다.
Pickup_1084 |= 동굴풀 위치 1
Pickup_Description_1084 |= 늪지대와 소나무 숲에는 어두운 동굴이 숨어 있고\n 동굴풀은 그곳에서 용감한 사람들을 기다립니다.
Pickup_1085 |= 동굴풀 위치 2
Pickup_Description_1085 |= 비가 온 다음날,\n 동굴풀은 다시 싹 틔우는 것을 좋아합니다.
Pickup_1086 |= 동굴풀 사용법
Pickup_Description_1086 |= 어둠 속에서 동굴풀은 수줍어하고,\n 수줍음은 당신과 함께 머물것입니다.
Pickup_1087 |= 샨테라그 위치 1
Pickup_Description_1087 |= 우주의 공허에서,\n 성운 나무 옆의 샨테라그를 볼 수 있습니다.
Pickup_1088 |= 샨테라그 사용법
Pickup_Description_1088 |= 샨테라그는 당신을 똑똑한 상자로 만들어주며,\n 그 어떤 여우보다 진실합니다.
Pickup_1089 |= 파스마즘 위치 1
Pickup_Description_1089 |= 파스마즘은 보이스 속에 예쁘게 떠 있을 때\n 항상 짜증나는 것 같습니다.
Pickup_1090 |= 파스마즘 위치 2
Pickup_Description_1090 |= 파스마즘은 운동 능력을 부여하지만\n 얼뜨기를 정말 멍청하게 만듭니다.
Pickup_1091 |= 파스마즘 위치 2
Pickup_Description_1091 |= 파스마즘은 얼굴을 숨기고\n새총 에이스의 공격이 필요합니다.
Pickup_1092 |= 이프리스 위치 1
Pickup_Description_1092 |= 전설적인 새싹 이프리스는\n보이드의 영역에서 아주 잘 자랍니다.
Pickup_1093 |= 이프리스 사용법
Pickup_Description_1093 |= 용의 숨결은 두려움이 되지 않을 것이며,\n정확도가 높아질 것입니다.
Pickup_1094 |= 홉의 이빨 위치 1
Pickup_Description_1094 |= 심플우드에서는 맨살을 드러낸\n 호브를 찾을 수 있습니다.
Pickup_1095 |= 홉의 이빨 위치 2
Pickup_Description_1095 |= 작고 날카로운 흰색 덩어리를 원한다면\n 작은 호브에서 치아를 가져오세요.
Pickup_1096 |= 홉의 이빨 사용법
Pickup_Description_1096 |= 홉 이빨은 밤에 기운을 북돋워주지만\n 무서운 공포를 주기도 합니다.
Pickup_1097 |= 슬라임 점액 위치 1
Pickup_Description_1097 |= 심플우드의 롭은 당신이 그들의 장소를 침범하면\n 얼굴을 드러냅니다.
Pickup_1098 |= 슬라임 점액 위치 2
Pickup_Description_1098 |= 롭의 슬라임 한 병을 받으면\n 목숨을 구할 수 있습니다
Pickup_1099 |= 슬라임 점액 사용법
Pickup_Description_1099 |= 질병과 질환은 마음을 무너뜨리지만, \n 노움의 수염은 방귀를 뀌게 만듭니다!
Pickup_1100 |= 놉의 눈알 위치 1
Pickup_Description_1100 |= 심플우드와 미드우드에서는\n놉의 눈알이 작은 윙크를 하며 감시할 수 있습니다.
Pickup_1101 |= 놉의 눈알 위치 2
Pickup_Description_1101 |= 놉과 위대한 놉이 이 상을 떨어뜨립니다\n 놉의 눈알로 주머니를 채우세요!
Pickup_1102 |= 놉의 눈알 사용법
Pickup_Description_1102 |= 잠에서 깨어나고 싶으신가요?\n 음료에 놉의 눈알을 넣으세요.
Pickup_1103 |= 영혼의 정수 위치 1
Pickup_Description_1103 |= 남은 자들은 저주를 받아 노파를 섬기게 되었습니다.\n 심장이 꺼지는 터프우드에서요.
Pickup_1104 |= 영혼의 정수 위치 2
Pickup_Description_1104 |= 영혼 정수 방울을 얻는 방법은 무엇입니까?\n 농작물처럼 잔재물을 수확하세요.
Pickup_1105 |= 영혼의 정수 사용법
Pickup_Description_1105 |= 긍정은 두텁게 느껴지지만\n 영혼의 정수는 당신을 아프게 합니다.
Pickup_1106 |= 고대의 천 위치 1
Pickup_Description_1106 |= 터프우드의 어둡고 무너져가는 벽에서\n 렘넌트가 복도 옆에서 당신을 붙잡습니다.
Pickup_1107 |= 고대의 천 위치 2
Pickup_Description_1107 |= 고대의 천은 모두 찢어지고 너덜너덜했습니다.\n 렘넌트의 로브에서 찢겨져 나온 것입니다.
Pickup_1108 |= 고대의 천 사용법
Pickup_Description_1108 |= 고대의 천은 악에게 손가락질을 할 것입니다.\n 하지만 당신 주변에는 게으름이 남아 있습니다.
Pickup_1109 |= 밤의 꼬리 위치 1
Pickup_Description_1109 |= 어둡고 사악한 사냥개 바기스트를\n 어둡고 사악한 터프우드에서 발견했습니다.
Pickup_1110 |= 밤의 꼬리 위치 2
Pickup_Description_1110 |= 스튜에 넣을 밤의 꼬리를 원하시나요?\n 바게스트가 당신을 위한 사냥개입니다!
Pickup_1111 |= 밤의 꼬리 사용법
Pickup_Description_1111 |= 정말 잠이 안 와서 일어날 수가 없어요!\n 내 컵 안에는 있는 건 밤의 꼬리가 틀림없어요.
Pickup_1112 |= 검은 발 위치 1
Pickup_Description_1112 |= 바게스트는 막강한 영향력을 행사하고 있는 터프우드에서\n 냄새를 맡고 이리저리 돌아다닙니다.
Pickup_1113 |= 검은 발 위치 2
Pickup_Description_1113 |= 급하게 검은 발이 필요하신가요?\n 바게스트를 처치하세요! 거기! 걱정마!
Pickup_1114 |= 검은 발 사용법
Pickup_Description_1114 |= 검은 발은 당신을 손톱만큼 단단하게 만들지만,\n당신은 독성 증기를 흡입하게 될 것입니다.
Pickup_1115 |= 독 혀 위치 1
Pickup_Description_1115 |= 터프우드 깊은 곳에서 울부짖는 소리는 무엇인가요?\n 기어다니는 바게스트입니다.
Pickup_1116 |= 독 혀 위치 2
