STORYTASK_NPCSTORY_STEP_2_DESC |= Return to {TASKGIVERNAME}에게 돌아가 과제를 완료합니다.
STORYTASK_NPCSTORY_JED_SCRUMPY_DESC |= Take Jed into Festival Green Mine and find the marked area.
STORYTASK_NPCSTORY_JED_SCRUMPY_START |= If you truly want to be my friend, then let's do something fun. Take me with you down the mine in Festival Green. Dad says there's a way down to even deeper places there. I want to go further than Dad ever did!
STORYTASK_NPCSTORY_JED_SCRUMPY_END |= Well, you kept your promise. I was pretty brave, I think. Definitely the bravest in Quill.
STORYTASK_NPCSTORY_JED_SCRUMPY_END |= If you keep my bravery to yourself, you can have this.
NPCSTORY_JED_SCRUMPY_1 |= Bugger that for a game of Apple Slap! Can you hear those noises?! I ain't going any further, get us out of here!
STORYTASK_NPCSTORY_JACOB_CRACKLE_FRIENDLY |= 오래된 무덤 옆에서 무지개버섯을 씹던 이야기를 들려줄게! 한 남자가 머리 없는 채로 무덤을 걸어가는 걸 봤어. 게다가 나는 그 사람을 꿰뚫어 볼 수 있었어. 그는 나무로 걸어가더니 허리를 굽히고 머리를 집어 들었어. 그리고는 그 머리를 들고 호수 속으로 사라졌어.
STORYTASK_NPCSTORY_JACOB_CRACKLE_FRIENDLY |= 내가 아무에게도 말하지 않은 이상한 점이 뭔지 알아? 사실 무지개버섯을 좋아하지 않아.
STORYTASK_NPCSTORY_JACOB_CRACKLE_LIKE |= 너와 나는 불타는 말처럼 잘 지내고 있어. 
STORYTASK_NPCSTORY_JACOB_CRACKLE_LIKE |= 말이란 무엇인가? 집채만 한 고대의 돼지로, 사람이 탈 수 있었어. 바람처럼 빨랐지.
STORYTASK_NPCSTORY_JACOB_CRACKLE_LIKE |= 공동묘지에서 무지개버섯을 정리할 때 맹세컨대 한 번 본 적이 있어. 제 바로 앞을 지나가면서 불을 뿜었지. '우우우우우우우우우우우우우우우우우우우우우우우우' 같은 소리를 냈어.
STORYTASK_NPCSTORY_JACOB_CRACKLE_LIKE |= What struck me as odd is that it seemed to be trying to tell me something, but what on earth does 'Weeeeoooooohhhhaaaahhhh' actually mean?
STORYTASK_NPCSTORY_JACOB_CRACKLE_NAME |= Dig up the Ward in Burial Grounds
STORYTASK_NPCSTORY_JACOB_CRACKLE_DESC |= Get a dog to follow you and a shovel (don't get the shovel to follow you) and search the Burial Grounds for digspots. You will see a little mound after the dog says WOOF WOOF and digs at an area. Just use your shovel on that small muddy mound.
STORYTASK_NPCSTORY_JACOB_CRACKLE_START |= I want to tell you something. I am only telling this to you as we are now the best of friends.
STORYTASK_NPCSTORY_JACOB_CRACKLE_START |= I once saw Mag the Moghog in Cuckoo Wood. I cut through some strange purple plants and found some curious structures. Mag was there, asleep.
STORYTASK_NPCSTORY_JACOB_CRACKLE_START |= I made a note of my experience in this book. You can have it, seeing as we are pals. You know that you can hand over items at Mag, and it'll spit back the same item, only better?!
STORYTASK_NPCSTORY_JACOB_CRACKLE_START |= I only ask one favour.
STORYTASK_NPCSTORY_JACOB_CRACKLE_START |= I dare not dig up any of those old graves, but the trouble is, I once buried a Tin Ward there out of superstition, and now I need it back. I fear I may have upset the spirits or Goddesses by burying it.
STORYTASK_NPCSTORY_JACOB_CRACKLE_END |= Thanks for that! Did you see anything strange whilst digging around the graveyard? Did anything try to grab your ankles?
STORYTASK_NPCSTORY_JACOB_CRACKLE_END |= Haha! Only joking. They would probably try to bite, not grab.
STORYTASK_NPCSTORY_JACOB_CRACKLE_END |= You should come around here more often. The whispers can be quite soothing.
STORYTASK_NPCSTORY_HAZEL_NUTT_FRIENDLY |= You look like you could be a trustworthy cat lover. Am I right? I do hope so. There are three things in this world you can rely on. Cats. More cats. And milk.
STORYTASK_NPCSTORY_HAZEL_NUTT_FRIENDLY |= I once dated a fella who I hoped would show me the world and then lift me on his shoulders so I could touch the stars. All he ended up doing was eat fruit and read books on the toilet. Then, one day, he had gone. I like to think he flushed himself.
STORYTASK_NPCSTORY_HAZEL_NUTT_LIKE |= I remember when I got my first cat. This lovely fluffy one on my head. I found him standing on a book in the outhouse, looking lost. So I took him in.
STORYTASK_NPCSTORY_HAZEL_NUTT_LIKE |= It smelled of Hugh, my vanished fella. And then it furballed from there. I took in every stray I could find. Every stray man, I mean. And when each man left me, I would find another lost cat in their place. I had found a calling to care for them. A cat-calling, as it were.
STORYTASK_NPCSTORY_HAZEL_NUTT_NAME |= Use the cursed outhouse.
STORYTASK_NPCSTORY_HAZEL_NUTT_DESC |= Use the cursed outhouse by Hazel Nutt's house. You must have the Flatulence trait applied.
STORYTASK_NPCSTORY_HAZEL_NUTT_START |= With all my fellas disappearing from the outhouse, I've come to the conclusion that my toilet is cursed. Could you lift the curse by blasting away the man-hating spirit that seemingly haunts within it? Plumbing not your thing? You might need some apothecary-based help, perhaps?
STORYTASK_NPCSTORY_HAZEL_NUTT_END |= You did it? That must have been good exorcise. It is very much appreciated. My cats thank you, too. Hopefully the curse is gone for good and I might actually keep a man for more than a few flushes.
STORYTASK_NPCSTORY_CELIA_SALT_FRIENDLY |= I suppose you are one step closer to our inner circle. We are very picky who we let get to know us. People are jealous of our wealth and influence. 
STORYTASK_NPCSTORY_CELIA_SALT_FRIENDLY |= Do you know, though, that Rock and I built our fortune through hard work and toil in the copper mines? 
STORYTASK_NPCSTORY_CELIA_SALT_FRIENDLY |= Yes! Unbelievable, I know to think that someone like me could swing a pickaxe, but I did. How I managed to keep my soft hands intact, I will never know!
STORYTASK_NPCSTORY_CELIA_SALT_LIKE |= I like that you work hard and always seem to be moving. It's like you have an endless list of tasks keeping you busy. I appreciate a hard worker.
STORYTASK_NPCSTORY_CELIA_SALT_LIKE |= Unfortunately, I feel that Rock and I were cursed with a child who wants for nothing. He wants everything. We should really teach him the joys of earning your rewards. You seem to understand that to get rewards, you must put in a bit of elbow butter.
STORYTASK_NPCSTORY_CELIA_SALT_NAME |= Take Roman to pick Copper ore
STORYTASK_NPCSTORY_CELIA_SALT_DESC |= Take Roman to pick five lumps of Copper Ore. Use the Follow command on interact.
STORYTASK_NPCSTORY_CELIA_SALT_START |= Would you do me a favour?
STORYTASK_NPCSTORY_CELIA_SALT_START |= Roman is a layabout child. I think he needs to experience hard work and get a sense of who his family were.
STORYTASK_NPCSTORY_CELIA_SALT_START |= So, to that end, could you take him on a tour of the mines and get some ore while he watches?
STORYTASK_NPCSTORY_CELIA_SALT_START |= Five lumps of Copper will do.
STORYTASK_NPCSTORY_CELIA_SALT_END |= Thank you. I hope that opens his eyes a bit to what toil is.
STORYTASK_NPCSTORY_CELIA_SALT_END |= I know I could have taken him, but I felt a bit lazy, to be honest
NPCSTORY_CELIA_SALT_1 |= That doesn't look much fun.
NPCSTORY_CELIA_SALT_2 |= What's that noise?
NPCSTORY_CELIA_SALT_3 |= It's too cold in here. Can we go home?
NPCSTORY_CELIA_SALT_4 |= You smell of sweat.
NPCSTORY_CELIA_SALT_5 |= Is that copper ore? Looks like a rock.
STORYTASK_NPCSTORY_DICK_TURNIP_FRIENDLY |= Am a bit surprised you want to talk to me. I am not the most cheery of people.
STORYTASK_NPCSTORY_DICK_TURNIP_FRIENDLY |= Is there even any point? Look at me. I live in a hovel, grow turnips on a wasteland and have to look across the river at those horrible Lawns!
STORYTASK_NPCSTORY_DICK_TURNIP_LIKE |= It wasn't always like this, you know? We used to have a lovely farm, but then those Lawns moved in and diverted the river and used all sorts of tactics to sabotage us.
STORYTASK_NPCSTORY_DICK_TURNIP_LIKE |= We couldn't compete with their money. 
STORYTASK_NPCSTORY_DICK_TURNIP_LIKE |= I fell off the wagon then. Broke my arm. After that, I couldn't farm as well as I used to.
STORYTASK_NPCSTORY_DICK_TURNIP_LIKE |= Sat drinking turnip starshine. Yes, it is as horrible as it sounds.
STORYTASK_NPCSTORY_DICK_TURNIP_LIKE |= So here I am now, just waiting for the Goddesses to turn me into fertiliser.
STORYTASK_NPCSTORY_DICK_TURNIP_NAME |= Grow Funflowers for Dick
STORYTASK_NPCSTORY_DICK_TURNIP_DESC |= Grow 12 Funflowers for Dick. You will need 3 packets of Funflower seeds. Use the 12 plots next to Dick's house.
STORYTASK_NPCSTORY_DICK_TURNIP_START |= You are the only outsider who ever gave me time. I love Kat and Luca and always will. I just wish I could find a way to get out of my rut.
STORYTASK_NPCSTORY_DICK_TURNIP_START |= I did hear that the Fae have a flower that lifts the spirits... a type of funny sunflower, I think?
STORYTASK_NPCSTORY_DICK_TURNIP_START |= If I had my crop squares full of those, I reckon that might do the trick! 
STORYTASK_NPCSTORY_DICK_TURNIP_START |= Yes, I am hinting.
STORYTASK_NPCSTORY_DICK_TURNIP_END |= I feel so much better already! Money can't buy you happiness, but funny certainly can!
STORYTASK_NPCSTORY_DICK_TURNIP_END |= When I see those flowers dancing, my soul feels like dancing along too.
STORYTASK_NPCSTORY_DICK_TURNIP_END |= All this has made me see the wood through the trees. What is important in life are great friends like you, family, fun and laughter.
STORYTASK_NPCSTORY_DICK_TURNIP_END |= I am a much richer man than those bitter buggers across the way. So stick their money where Solus don't shine! Laugh is for the living!
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= You are a hero! Capital of you to become my ally in these dark times.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= Do you want to join in my fantasy, fighting all manner of monsters?
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= From the forest where doom awaits to dungeons full of deathtraps and swamps full of scorpions... adventure awaits on every page!
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= The books, of course! I just love these books where you choose your own path without crossing any legal boundaries.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= One minute, you could be raiding tombs, and the next, in a snowy cavern having tea with a witch.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_FRIENDLY |= And by tea, I mean whacking her with a big plus 3 sword called Witchbonker.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_LIKE |= You remind me of a character in this book, 'The Shirley Temple of Terror'. It's about a little girl who tries to take over the world with a voice that can shatter the armour off noble warriors.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_LIKE |= The character you remind me of is called Combman the Barber. I think it's because their hair looks just like yours. 
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_LIKE |= Anyway, I must continue. I have the one-fingered bookmark ready for when I get killed. In the book, I mean. I am about to challenge Zxjegcsciennkj the Unpronounceable to mortal combat. He's a street fighter with some gilty gear, and it's the final fight against him.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_NAME |= Find the lost book
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_DESC |= Find the lost book in a mine in Mellowfields and return it to Eun.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_START |= I have a quest for you, mighty friend.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_START |= There is a book I seek, lost deep within the Temple of Terry. The books I have collected tell you clues as to where you can find the last book in the series, and I worked out that it is located deep in a mine somewhere in Mellowfields, not an actual crypt.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_START |= Would you quest for it? I would go, but I have a bad back and a gammy leg despite my vast adventuring knowledge. In no way am I scared of dark dungeons. I mean mines. Nice, easy, unscary mines.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_END |= It does exist! The lost book! And in pretty good condition! So I shall begin my quest forthwith. I shall get my best dice and lose myself in the labyrinth of these pages.
STORYTASK_NPCSTORY_EUN_LIVINGSTUN_END |= You are indeed the true hero.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_FRIENDLY |= Why would you befriend a bonkers old loner like me? Are you after my lucky charms?
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_FRIENDLY |= Or even my unlucky charms?
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_FRIENDLY |= I sit alone at night watching the corn flake in the fireplace, hunched in my shreddies... the snap and crackle of the fire as I pop tarts into my mouth.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_FRIENDLY |= I bet people think I am a cereal killer.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_FRIENDLY |= Anyway, cheerio.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_LIKE |= Ohhhh, sing-a-long with me... 'Hedgehog, hedgehog on your kite, Like a shadow in the night'. Oh yes, I forgot, you already know I am not eccentric!
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_LIKE |= I do still think you are after my charms, though. I have so many in the house to protect me from everything from mischievous weevils to evil Ken Evil, the daring devil.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_LIKE |= My parents were wanderers and sold charms and wards to the folk of Quill. I just loved the jangly sounds they made as our little pig-pulled cart ambled through the land, the trees as our bedposts.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_NAME |= Take the ransom
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_DESC |= Throw a cooked food item into the marked area below the twin waterfalls in The Shingles at night.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_START |= I have lost one of my lucky charms! It was a charm to protect against losing charms.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_START |= Will you help me? I found a ransom note under my pillow, not in my handwriting at all.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_START |= Could you do the 'drop'? It has to be at night in The Shingles by the Twin Waterfalls. 
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_START |= The note says to throw a cooked food item on the designated spot, and then the charm will be thrown over the waterfall.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_START |= Come alone or with a follower/pet and no fuzz, so shave first.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_END |= Wasn't that fun?! It wasn't really a charm that protects against losing charms. I could never truly lose that one.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_END |= Oh, the games we hermits play to pass the time.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_END |= I once challenged a ladybird to a game of Pants Burn! I somehow lost when my pants were set on fire.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_END |= However, I do love a good game of Hermits & Herbivores, Worms & Stepladders and my absolute favourite, Crying Alone Again.
STORYTASK_NPCSTORY_FROGG_THE_HERMIT_END |= Anyway, love you lots, do visit again, and whenever you hear a tinkle in the trees, it is someone having a wee.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_FRIENDLY |= A friend in the hand is worth two in the bush, I always say.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_FRIENDLY |= I lived here all my life, and when the old folks popped off, I was alone for a while.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_FRIENDLY |= Then Rake turned up in town, and we just got on right away. He had a way of trading that I hadn't seen before. We set up a market stall, then eventually bought ourselves a shop. 
STORYTASK_NPCSTORY_SPROUTS_ONIONS_FRIENDLY |= Rake did the selling, and I handled the books. We made a great team, and you know what they say about teamwork? Me neither.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_LIKE |= A chain is only as strong as its weakest link, I always say. But with the chain that you and I are making, that weakest link is strong.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_LIKE |= There's no 'I' in team, but if we pull in the same direction, we'll go the right way.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_LIKE |= I have no idea what I am talking about. I read about it in a business book.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_LIKE |= My whole life has been about just following the flow and freely living by what books tell me I should do.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_NAME |= Find the lost book
STORYTASK_NPCSTORY_SPROUTS_ONIONS_DESC |= Find the lost book in a cave or mine somewhere in Summerdown.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_START |= It is better to have laughed and loved than to never have loved at all, I always say.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_START |= I really must stop quoting from books!
STORYTASK_NPCSTORY_SPROUTS_ONIONS_START |= I heard there was a book that helps you free yourself from reading books.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_START |= 'A dummies guide to dummies'. A wanderer told me about it. Says he was reading his copy in a cave while he sheltered somewhere in Summerdown. Forgot to take it with him. Said I could have it if I found it.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_START |= If you come across it on your travels, I would be eternally grateful. Well, grateful until I die, at least..
STORYTASK_NPCSTORY_SPROUTS_ONIONS_END |= You got the book! Thanks muchly!
STORYTASK_NPCSTORY_SPROUTS_ONIONS_END |= I shall read it in bed tonight, and hopefully, I can be free of having books forming who I am.
STORYTASK_NPCSTORY_SPROUTS_ONIONS_END |= No more quotes for me! As they say, "Freedom is a carrot that... oh hang on...
STORYTASK_NPCSTORY_HARRY_BUCKLE_FRIENDLY |= You seem like a good egg. I grew up on a chicken farm. Every day we had eggs. At least we didn't have to shell out for any. My pops used to say, "Eggs are great", which wasn't very profound, really. When the chickens ganged up and killed him, Mother said we should leave our home and set up a new business in his honour. Instead, we decided to open a tavern in hers.
STORYTASK_NPCSTORY_HARRY_BUCKLE_LIKE |= You know what I fancy right now? No, not an egg.
STORYTASK_NPCSTORY_HARRY_BUCKLE_LIKE |= A really nice drink.
STORYTASK_NPCSTORY_HARRY_BUCKLE_LIKE |= My mom used to drink Toebiter with every meal. Breakfast? Fried eggs on toast with Toebiter. Lunch? Scrambled egg with Toebiter. Dinner? Toebiter and egg stew.
STORYTASK_NPCSTORY_HARRY_BUCKLE_LIKE |= The weird thing is, although she stank of the stuff, she was never drunk. Instead, she was as bright as a button and happy as an egg in a pot.
STORYTASK_NPCSTORY_HARRY_BUCKLE_NAME |= Honour the Buckle parents
STORYTASK_NPCSTORY_HARRY_BUCKLE_DESC |= While a chicken is nearby, throw an egg into the marked area in Outlane at Old Lady Falls.
STORYTASK_NPCSTORY_HARRY_BUCKLE_START |= I want to commemorate my folks but can't really take time off from pretending to run the pub. Do you think you could go to Old Lady Falls in Outlane, over in Mellowfields, and chuck some eggs in? Mother used to love visiting there. Oddly, that's how she died. She tripped over a chicken and fell in.
STORYTASK_NPCSTORY_HARRY_BUCKLE_START |= She might have floated but refused to let go of the keg she carried with her everywhere.
STORYTASK_NPCSTORY_HARRY_BUCKLE_START |= If you could throw an egg or two in, in the presence of a chicken, then that would be a really nice gesture.
STORYTASK_NPCSTORY_HARRY_BUCKLE_END |= Was it a beautiful tribute? Did the chicken shed a tear? Did the egg bounce realistically?
STORYTASK_NPCSTORY_HARRY_BUCKLE_END |= I bet it looked funny. Haha! Gotcha! I tricked you. Dad didn't really get murdered by chickens, and Mum wasn't a beeraholic! Haha! It was the other way around. Dad drowned, and Mum got pecked to death. I love you for being such a good sport. Not laughed this hard since my grandma fell into Old Lady Falls. Yes, well, she actually did.
STORYTASK_NPCSTORY_ICABOD_MOON_FRIENDLY |= I didn't always want to be a shopkeeper, you know? When I was a lad, I wanted to be an adventurer. I would leap around with my wooden sword and chop the heads off deadly dandelions. So it is just unfortunate that one day while I was fighting a bush beast, I was actually attacked by a vicious blue goblin thing. It ran at me yelling, and I was out of there faster than you can pass a prune pie.
STORYTASK_NPCSTORY_ICABOD_MOON_FRIENDLY |= So that put an end to my dreams. Sad eh?
STORYTASK_NPCSTORY_ICABOD_MOON_LIKE |= I've been thinking more about that vicious blue goblin who shattered my dreams of being an adventurer all that time ago. We are friends now, so I don't mind telling you this - I'm thinking about getting myself a sword and visiting that nasty little brute in Simplewood. I'll frighten him, the stumpy blue toilet pot.
STORYTASK_NPCSTORY_ICABOD_MOON_NAME |= Get Icabod a copper sword
STORYTASK_NPCSTORY_ICABOD_MOON_DESC |= Get Icabod a copper sword. You can buy one or craft one or even win one!
STORYTASK_NPCSTORY_ICABOD_MOON_START |= I both trust and admire you now, in equal measure! So, I have taken inspiration from your drive and energy and will strive to be the warrior I always dreamed of. I will face off against those denizens and have at them. If you could get me a sword, that would be good as I am too scared to ask the smithy.
STORYTASK_NPCSTORY_ICABOD_MOON_END |= That is a good sword! Ok, I am going now! Right now! See you soon with a bagful of monster parts! Blue brute parts!
STORYTASK_NPCSTORY_DEE_SPENCER_FRIENDLY |= You are now friends with the greatest influencer in all of Quill! My beauty product knowledge is unequalled. I spread word of my homemade creams and tonics via Blogs.
STORYTASK_NPCSTORY_DEE_SPENCER_FRIENDLY |= I tell Joe Blogs, and he goes and tells everyone else.
STORYTASK_NPCSTORY_DEE_SPENCER_FRIENDLY |= Would you like to take a shelfie with me? We stand by a shelf of my products, and someone paints our portrait.
STORYTASK_NPCSTORY_DEE_SPENCER_FRIENDLY |= No? Another time then!
STORYTASK_NPCSTORY_DEE_SPENCER_LIKE |= You know how dyes are made, right? We crush insects to create them. You can get the most amaaaaazing colours!
STORYTASK_NPCSTORY_DEE_SPENCER_LIKE |= I talk all about it on YoTube. I stand on a crate in the village and shout "Yo!" through a tube, then tell everyone about my creams.
STORYTASK_NPCSTORY_DEE_SPENCER_LIKE |= You can't buy my products, by the way. Why would I let anyone else use them? They are just for clout. If anyone upsets me, I clout them over the head with a cream pot.
STORYTASK_NPCSTORY_DEE_SPENCER_NAME |= Gift Dee fae dyes
STORYTASK_NPCSTORY_DEE_SPENCER_DESC |= Gift Dee Spencer Green Dye, Pink Dye and Blood Red Dye.
STORYTASK_NPCSTORY_DEE_SPENCER_START |= Now we are best pals; I can let you in on a secret. I heard about some coloured dyes we can't get in Quill. They are from far away places, and I have no time to find them, as I need to stream. Yes, that involves standing in a shallow river.
STORYTASK_NPCSTORY_DEE_SPENCER_START |= A person with my reputation has to keep being cool!
STORYTASK_NPCSTORY_DEE_SPENCER_END |= You got them? Wonderful! I shall use these to create my piece of resistance.
STORYTASK_NPCSTORY_DEE_SPENCER_END |= My followers will love it. Yes, I get followed by mice who love the smells of the things I create.
STORYTASK_NPCSTORY_DEE_SPENCER_END |= Thanks again. You are a star in the making.
STORYTASK_NPCSTORY_SAGE_ONION_FRIENDLY |= Hey friend! It's good to get to know someone who is a little bit different.
STORYTASK_NPCSTORY_SAGE_ONION_FRIENDLY |= Oh, I have heard all the rumours and stories about you. News travels fast. By fast, I mean quite slowly. We get all our gossip from outside sources, such as wandering traders and inquisitive wanderers. It's not every day you meet immortal cultists. That's right! We are really a kind of cult. I will have to tell you more sometime.
STORYTASK_NPCSTORY_SAGE_ONION_LIKE |= Oh yes, I was going to tell you a bit more about our ways.
STORYTASK_NPCSTORY_SAGE_ONION_LIKE |= Well, our ancestors, the ones who got lost in the swamp, were people who loved to create art, make costumes, have colourful hair and enact battles against monsters.
STORYTASK_NPCSTORY_SAGE_ONION_LIKE |= This was just before the catastrophe and the Fae spilling into the world.
STORYTASK_NPCSTORY_SAGE_ONION_LIKE |= Stranded here, my ancestors kept up their ways and passed the knowledge down.
STORYTASK_NPCSTORY_SAGE_ONION_LIKE |= The cave where they lived has long been swallowed up by the marshes, but it would be a holy site to us, were it to ever be uncovered.
STORYTASK_NPCSTORY_SAGE_ONION_NAME |= Dig up the Relic
STORYTASK_NPCSTORY_SAGE_ONION_DESC |= Get a Shadderwryth shovel and dig up the relic. Set the task as Active and head to the large Fae tree in Frogmarsh. Take a dog to find the dig spot and dig.
STORYTASK_NPCSTORY_SAGE_ONION_DESC |= Then take the Relic to Lucy Arrows.
STORYTASK_NPCSTORY_SAGE_ONION_START |= Our friendship is spectacular, is it not? Well, let me confide in you something.
STORYTASK_NPCSTORY_SAGE_ONION_START |= A few years ago I found a relic of the old Age. At first I was filled with wonder, but then I panicked at holding such potentially forbidden knowledge. So I buried it deep beneath the Faery tree in Frogmarsh.
STORYTASK_NPCSTORY_SAGE_ONION_START |= Its very presence there still makes me uncomfortable, and it feels like a waste of such a precious item. Could you dig it up and maybe give it to Lucy Arrows in the Vale? I was told she collects such items of antiquity. She may be able to tell you more about it too!
STORYTASK_NPCSTORY_SAGE_ONION_END |= Oh, thank you! And that is very interesting what they said about the relic. I bet this land has a lot of such things hiding under the soil. Many thanks, friend.
STORYTASK_NPCSTORY_SAGE_ONION_ON_DELIVERY |= Amazing! What an interesting find! This is a kind of book that charts the life of some ancient hero. See his red cape? And how he wears his underpants on the outside? Sadly, some of the writing is now illegible, but look at that city! The ancients must have built houses to the sky. Incredible. I shall study it more, thank you!
STORYTASK_NPCSTORY_RAVEN_LOON_FRIENDLY |= I like you. You definitely have a dark streak inside you, I can sense it. Not many folks like me for being who I am and liking what I like. What is wrong with being fascinated by night and dark things and horrors and the dead? Nothing at all! Why do people love flowers, cats and butterflies? Just think about those things! True horrors, the lot of them.
STORYTASK_NPCSTORY_RAVEN_LOON_LIKE |= I found out that people used to write stories about horrible things, and they were called horror stories. We still tell ghost stories around here, but apparently, these were tales of gore and terror.
STORYTASK_NPCSTORY_RAVEN_LOON_LIKE |= I write my own and keep them hidden away because nobody would understand, especially Sal.
STORYTASK_NPCSTORY_RAVEN_LOON_NAME |= Give Raven 5 x Black Dye
STORYTASK_NPCSTORY_RAVEN_LOON_DESC |= Acquire 5 bottles of Black Dye and gift them to Raven.
STORYTASK_NPCSTORY_RAVEN_LOON_START |= You are the greatest friend a freak like me could have. What would really seal the deal is if you could get me a stock of Black Dyes. Five bottles should do.
STORYTASK_NPCSTORY_RAVEN_LOON_END |= Just what the darkinator ordered! Only Sal knows my secret but you can know too, seeing as I trust you. I am really a blonde! That's why I need these dyes. I have to keep up disappearances.
STORYTASK_NPCSTORY_RAVEN_LOON_END |= Thanks again. May Morwenna bless your scary eyes.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_FRIENDLY |= It's nice to have a new friend. I haven't had any for a long time. Immortality isn't all that great, really. I remember when we got our 'blessing' from Morwenna. It was on my 18th birthday, coincidentally. Quite a present! One day reaching adulthood, and then discovering that you will be an adult forever. I wish it had happened when I was a child.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_LIKE |= Do you like my eyes? Apparently I was born with deep emerald green eyes. Green as the moss that grows on the trees of the marsh. The marsh gas makes our eyes go pink over time. It makes me feel down sometimes that I have changed but through no will of my own. I don't feel like the person I want to be. Think about it... I am an 18-year-old going on 100. Have actually lost count of my real age.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_NAME |= Take Charlotte to The Shoe
STORYTASK_NPCSTORY_CHARLOTTE_ONION_DESC |= Take Charlotte to The Shoe, north of Homesteads through the cave. Get Charlotte to Follow using the interact command. Take her to the marked area in The Shoe region.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_START |= It is great that you genuinely care for me. There are no other people that understand me. Lewis is fun, but he is just not serious about life at all. He remained acting his age, whereas I have changed, even though my body hasn't.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_START |= I do want to feel that burst of youth again though. I want to be carefree. Could you take me to The Shoe? I heard it's where there are lots of children. I just want to hear their laughter and soak in that youthful spirit.
STORYTASK_NPCSTORY_CHARLOTTE_ONION_END |= Perhaps I don't have to worry about age at all. If my heart is that of a child, then so be it. Being old is no barrier to fun. I feel like I could say something profound now, but I don't think whoever scribes my thoughts is up to the task.
NPCSTORY_CHARLOTTE_ONION_1 |= Oh this is amazing! There's such an energy here. It is a pity that most of the children are playing inside that big old shoe, but you can feel the spirit of joy in the breeze. I feel invigorated, thank you so much. I don't know why I am giving you those Leeks as a reward, though. I do carry some random stuff around!
STORYTASK_NPCSTORY_GAGE_MAKER_FRIENDLY |= It's very nice of you to want to befriend me. The only person I really talk to is Dad.
STORYTASK_NPCSTORY_GAGE_MAKER_FRIENDLY |= He is a superb smithy and so strong. I would say I want to be like him when I grow up, but I sort of stopped growing up when we gained Morwennas Blessing.
STORYTASK_NPCSTORY_GAGE_MAKER_FRIENDLY |= It's not really a blessing as such is it?
STORYTASK_NPCSTORY_GAGE_MAKER_LIKE |= When I was little, Dad gave me a hammer for my birthday. It was made from the gold of Pineshade. Useless for smithing, but so beautiful.
STORYTASK_NPCSTORY_GAGE_MAKER_LIKE |= I hit my thumb with it once and saw Dad looking at me. I held in my pain and I could see it made him happy. He has no time for babies. Literally. When I was a baby he would be working and Mum would care for me.
