GEN_NPC_STORY_TRADER_INTRO_1_GENERIC |= 안녕하세요! 만나서 반갑습니다. 제 이름은 {FULLNAME}입니다. 최근에 지역 잡화점을 인수했으니 많은 성원 부탁드립니다!
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_QUIRKY |= 인사이트를 좀 공유해도 될까요? 제 비밀 취미가 닭인데, 특히 닭이 사회 집단으로서 어떻게 행동하는지에 관심이 많아요. 매년 닭의 대이동이 있다고 들었는데 정말 멋진 광경이 펼쳐진다고 들었어요! 그런 광경을 상상할 수 있나요? 이제 제 비밀 취미가 비밀이 아니라는 걸 깨달았어요. 부리는 꼭 닫아주세요.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_JOVIAL |= 이 헤이븐이 제공하는 모든 것을 경험하고 싶어요. 매년 열리는 블러썸 댄스는 제가 가장 좋아하는 행사예요. 아름다울 뿐만 아니라 살이 조금 빠지는 데도 좋거든요!
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_PIOUS |= 댄서 조각상에 매료된 제가 여신을 조금 화나게 한 건 아닌지 조금 걱정이 되네요. 하루가 끝날 무렵, 그들은 최고입니다. 제 영적 초점은 기괴한 랜드마크가 아니라 그들에 맞춰져야 해요.

GEN_NPC_STORY_MELLOWFIELDS_START_COMPLAINER_1 |= 상인들이 제가 원하는 물건을 팔지 않아서 너무 짜증이 납니다. 거래 표준 위원회에 편지를 썼지만 당연히 그들은 5000년 전에 존재를 멈췄습니다. 그래서 좀 더 흥미로운 아이템을 구할 수 있는 곳을 알아보다가 유령 상인이 있다는 것을 알게 되었어요! 유령 상인이라고요! 말장난을 하려는 건 아니었지만, 정말 신기했습니다. 제가 아는 건 그가 밤에 황야를 자주 찾는다는 것뿐이었어요. 그 또는 그녀에게서 물건을 사면... 우리가 반드시 그들을 알 필요는 없지만, 나는 평생 친구가 될 것입니다. 아니면 우리의 우정 수준이 떨어질 때까지요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_COMPLAINER_1 |= 유령 상인에게서 아이템 1개 구매
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_COMPLAINER_1 |= 유령 상인을 찾아 상호작용하고 상점 간판을 선택해 아이템 하나를 구입하세요. 유령 상인이 언제 어디서 나타나는지 알아내야 할 수도 있습니다.
GEN_NPC_STORY_MELLOWFIELDS_END_COMPLAINER_1 |= 정말 불평할 수가 없네요. 시키는 대로 해줬으니 고마워요!

GEN_NPC_STORY_MELLOWFIELDS_START_COMPLAINER_2 |= 상인들이 제가 원하는 물건을 팔지 않아서 너무 짜증이 납니다. 거래 표준 위원회에 편지를 썼지만 당연히 그들은 5000년 전에 존재를 멈췄습니다. 그래서 좀 더 흥미로운 아이템을 구할 수 있는 곳을 알아보다가 유령 상인이 있다는 것을 알게 되었어요! 유령 상인이라고요! 꼭 만나보고 싶어요! 이 정령에게 데려다 주면 지금까지 사랑받지 못한 것처럼 사랑해 줄게요!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_COMPLAINER_2 |= {FULLNAME}을 유령 상인에게 데려가세요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_COMPLAINER_2 |= 유령 상인이 표시한 지역으로 NPC를 데려가세요. 언제 어디서 나타나는지 알아내야 할 수도 있습니다.
GEN_NPC_STORY_MELLOWFIELDS_END_COMPLAINER_2 |= 방금 사후 세계의 쇼핑을 경험했습니다. 제가 산 물건들이 상하지 않았으면 좋겠어요!

GEN_NPC_STORY_MELLOWFIELDS_START_JOVIAL_1 |= 엉덩이를 좀 터트릴 수 있는 사람처럼 보이네요. 내 말은, 움직인다는 거죠. 봄의 둘째 날, 파인페어의 블라섬 댄스에 참여해보시는 건 어떨까요? 블러썸처럼 되세요!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_JOVIAL_1 |= 블라섬 댄스에 참여하기
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_JOVIAL_1 |= 봄의 둘째 날에 파인페어로 이동하여 표시된 구역으로 들어가 꽃의 춤에 참여하세요.
GEN_NPC_STORY_MELLOWFIELDS_END_JOVIAL_1 |= 확실히 댄서로서 꽃을 피우셨네요! 거의 대부분을 바닥에 누워 있었잖아. 그래도 와줘서 고마워요.

GEN_NPC_STORY_MELLOWFIELDS_START_JOVIAL_2 |= 함께 즐거운 일을 해봅시다! 양 경주가 열리면 양 경주를 보러 가는 건 어때요? 난 양 내기를 좋아하거든요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_JOVIAL_2 |= {FULLNAME}을 데리고 양 경주를 관람하세요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_JOVIAL_2 |= {FULLNAME}을 받아 양 경주의 날에 파인페이어와 표시된 지역으로 데려가세요.
GEN_NPC_STORY_MELLOWFIELDS_END_JOVIAL_2 |= 고마워요. 트랙을 따라 튀어 오르는 작은 털복숭이들을 보는 것은 정말 즐거웠습니다.

GEN_NPC_STORY_MELLOWFIELDS_START_BOASTFUL_1 |= 다음 채소 전시회에 참가할 것 같아요. 우리 둘의 작은 도전에 어떻게 생각하세요? 다음에 또 뵙죠! 존경합니다!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_BOASTFUL_1 |= 멜로우필드 채소 전시회에서 {FULLNAME}을 이겼습니다.
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_BOASTFUL_1 |= 파인페이어의 채소 전시회에 참가하여 승리하세요. 시상대에 오르려면 5 별 채소가 필요할 것입니다!
GEN_NPC_STORY_MELLOWFIELDS_END_BOASTFUL_1 |= 저는 제 호박이 정말 풍성해졌다고 생각했습니다. 내 당근이 최고라고, 내 무가 최고라고. 당신은 진정한 채소의 달인입니다.

GEN_NPC_STORY_MELLOWFIELDS_START_BOASTFUL_2 |= 저는 매년 열리는 채소 전시회를 위해 더 나은 채소를 만들기 위한 새로운 기술을 시도하고 있습니다. 그 놀라운 재배자들을 들어 올리느라 지칠 대로 지쳤어요. 저에게 조금이라도 힘이 될 수 있는 방법이 있다면 알려주시면 정말 감사하겠습니다.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_BOASTFUL_2 |= {FULLNAME}에 힘 적용
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_BOASTFUL_2 |= 힘 특성이 있는 아이템을 {FULLNAME}에게 선물합니다.
GEN_NPC_STORY_MELLOWFIELDS_END_BOASTFUL_2 |= 이제 거대한 채소를 들어 올릴 수 있을 뿐만 아니라 파리를 튕겨 다른 차원으로 떨어뜨릴 수도 있습니다. 정말 놀랍습니다! 당신은 저를 놀라운... 어.... H 단어인 것 같아요. 혹? 힐? 그 단어가 생각나지 않아서 웃기네. 복수할 거야!

GEN_NPC_STORY_MELLOWFIELDS_START_QUIRKY_1 |= 저를 여행에 초대해 주시겠어요? 닭 이동의 끝을 보고 싶어요. 제 버킷리스트에 항상 적혀 있는 여행 계획이에요. 매년 봄 6일에 열리죠. 파인페이어에서 시작해서 페스트필드에서 끝나는데, 저희가 가고 싶은 곳입니다. 때가 되면 꼭 가자! 제발요!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_QUIRKY_1 |= 닭 이주 중 {FULLNAME}을 페스트필드로 데려가세요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_QUIRKY_1 |= {FULLNAME}을 팔로우하여 6번째 봄의 페스트필드로 데려가세요.
GEN_NPC_STORY_MELLOWFIELDS_END_QUIRKY_1 |= 저 닭들 좀 보세요! 계란이 정말 맛있었어. 고마워, 친구.

GEN_NPC_STORY_MELLOWFIELDS_START_QUIRKY_2 |= 닭의 이동이 어디까지 이어지는지 궁금해요. 매년 봄 6일에 시작된다고 하는데, 어디에서 시작되고 끝나는지 알아볼 수 있을까요? 저도 가고 싶지만 사랑을 위해 사소한 일을 하는 사람은 아니니까요.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_QUIRKY_2 |= 파인페이어와 페스트필드 방문하기
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_QUIRKY_2 |= 6번째 봄에 파인페이어와 페스트필드에서 표시된 지역에 도착했습니다.
GEN_NPC_STORY_MELLOWFIELDS_END_QUIRKY_2 |= 저 경로를 다 통과했다고요? 놀라운 생명체들이군. 어디로 가는 걸까? 그건 아직 미스터리로 남아있을 겁니다. 그냥 사라질 수는 없잖아요!

GEN_NPC_STORY_MELLOWFIELDS_START_PIOUS_1 |= 프라일에게 성대한 제물을 바치시겠습니까? 짧지만 달콤합니다.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_PIOUS_1 |= 프라일에게 5 별 제물 바치기
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_PIOUS_1 |= 여신의 날에 모든 여신상에서 프라일에게 5 별 제물을 바치세요.
GEN_NPC_STORY_MELLOWFIELDS_END_PIOUS_1 |= 단어 수를 줄이기 위해 짧게 작성하겠지만, 감사합니다.

GEN_NPC_STORY_MELLOWFIELDS_START_PIOUS_2 |= 드루이다에게 성대한 제물을 바치시겠습니까?
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_PIOUS_2 |= 드루이다에게 5 별 제물 바치기
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_PIOUS_2 |= 여신의 날에 모든 여신상에서 드루이다에게 5 별 제물을 바치세요.
GEN_NPC_STORY_MELLOWFIELDS_END_PIOUS_2 |= 제대로 된 숭배자이며 의심의 여지가 없습니다.
