CONTEXTDIALOGUE_SPOUSE_WEALTH_POOR |= 돈이 더 많았으면 좋겠어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABRIARENGAGEMENT |= 정말 브라이어를 봤어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABRIARENGAGEMENT |= 브라이어에 가보봤어? 물론 아니겠찌!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABRIARENGAGEMENT |= 브라이어에 가봤어? 대단한 이야기야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PARADISEFOUND |= 티르 나 노그에 가봤다는 게 사실이야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PARADISEFOUND |= 페어리족을 만났다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PARADISEFOUND |= 티르 나 노그에 가봤다는 게 사실이야? 신화이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THERAMBLEINTHEBRAMBLE |= 에버그린을 볼 수 있으면 좋겠어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THERAMBLEINTHEBRAMBLE |= 에버그린에 가봤어? 진짜?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THERAMBLEINTHEBRAMBLE |= 에버그린은 어땠어? 영광스러웠겠지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_VACUUMPACKED |= 어디 갔었어? 보이드?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_VACUUMPACKED |= 보이드? 그건 말도 안 되는 신화야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_VACUUMPACKED |= 또 이상한 곳으로 여행하는 거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SUPERCASANOVA |= 너 데이트 장소를 확인하는 거 봤어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SUPERCASANOVA |= 너는 제대로 된 연인이구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SUPERCASANOVA |= 데이트 장소 몇 군데에서 너를 봤엇어. 매력적인 사람이구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABSOLUTEBEGINNERS |= 첫 번째 기술? 진행 상황을 확인해보지!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABSOLUTEBEGINNERS |= 첫 번째 기술? 좋아. 행운을 빌지.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ABSOLUTEBEGINNERS |= 기술을 익히려는 중인거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOWIAMTHEMASTER |= 스킬을 마스터했다고? 와우!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOWIAMTHEMASTER |= 기술이 좋다고 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOWIAMTHEMASTER |= 마스터가 잘 가르쳐 주셨구나!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PROFICIENCYCYCLING |= 사실이야? 모든 기술을 다 배웠어? 모든 마스터에게서?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PROFICIENCYCYCLEING |= 모든 기술을 배웠다고? 인상적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PROFICIENCYCLEING |= 너는 정말 달인중에 달인애!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HARERAISINGPRICES |= 소문에 의하면 마법 아이템을 사다고 하던걸.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HARERAISINGPRICES |= 페어웨더? 그게 누구야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HARERAISINGPRICES |= 너의 화려한 장신구에 대해 모두들 알고 있어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WEVEONLYJUSTBEGUN |= 성인이 된 것을 환영해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WEVEONLYJUSTBEGUN |= 목가적인 어린 시절이 끝났어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WEVEONLYJUSTBEGUN |= 성인이 되어 앞으로의 모험에 행운을 빕니다.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DIDNTCHICKENOUT |= 닭을 찾았다고 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DIDNTCHICKENOUT |= 아직 닭을 찾지 못했어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DIDNTCHICKENOUT |= 닭을 찾았다고 들었어! 대단한 사냥이었네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISTHEKIDNAPPING |= 저 할망구들이 고약한 속임수를 썼어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISTHEKIDNAPPING |= 할망들이 고약한 속임수를 썼어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISTHEKIDNAPPING |= 저 교활한 할망구들. 앞으로 조심해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PUMPEDUP |= 대디 롱 래그에게 살아남아 마을을 구했어! 영웅!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PUMPEDUP |= 마을을 구했어! 넌 영웅이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PUMPEDUP |= 대디 롱 래그에게서 살아남았다고?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AQUICKJIBBERJABBER |= 야수를 봤다고 들었어. 무서웠어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AQUICKJIBBERJABBER |= 야수를 봤다고? 무서웠어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AQUICKJIBBERJABBER |= 야수를 봤다고 들었어. 무서웠어? 무서웠어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SHAMEONME |= 어떤 사람들은 네가 영웅이라고 말하지. 나한테는 바보같은 소리야....
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SHAMEONME |= 영웅적일 수도, 속기 쉬울 수도...
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SHAMEONME |= 누군가는 네가 영웅적이라고 하던데? 나한텐 바보처럼 들리는데!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_MYSTERIESINSPADES |= 늙은 빌에 대한 얘기가 사실이야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_MYSTERIESINSPADES |= 빌에 대해 많이 들었어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_MYSTERIESINSPADES |= 빌 할아버지에 대한 얘기가 사실이야? 더 자세히 말해줘!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THREESTHECHARM |= 드디어 그 할망구들을 영원히 쫓아낸거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THREESTHECHARM |= 그 할망들을 영원히 보내버렸어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THREESTHECHARM |= 잘가 할망구들!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SNAKESOLIDS |= 전설의 웜을 봤어? 믿기지가 않네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SNAKESOLIDS |= 웜을 봤다고? 믿기지 않아!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SNAKESOLIDS |= 전설의 웜을 봤다고? 증거가 있나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OFRABJOUSDAYCALLOOHCALLAY |= 재버워크가 죽었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OFRABJOUSDAYCALLOOHCALLAY |= 재버워크를 처치했어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OFRABJOUSDAYCALLOOHCALLAY |= 재버워크를 처치했어! 대단한 업적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YAYBIGSPENDER |= 경매에서 낙찰받았다고 들었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YAYBIGSPENDER |= 경매에서 낙찰받았다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YAYBIGSPENDER |= 경매에서 낙찰 받았다고 들었는데? 운이 좋네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COCKAHOOP |= 네가마블 토스에서 당첨된 사람이야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COCKAHOOP |= 넌 마블 토스를 반쯤은 잘하는 것 같아.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COCKAHOOP |= 마블 토스에서 우승한 사람이 맞아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BEATTHEBANKER |= 크게 이긴 사람처럼 보이네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BEATTHEBANKER |= 게임 해봤어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BEATTHEBANKER |= 큰 상을 받은 사람처럼 잘난 척하는 것 같아.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITWASFETE |= 새소식은 빨리 퍼져, 축하해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITWASFETE |= 쇼의 성공을 축하해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITWASFETE |= 우승자구나! 잘했어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PLAYITBACKWARDS |= 네 애완동물은 어떻게 그렇게 어린거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PLAYITBACKWARDS |= 그게 댄서스의 비결이었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PLAYITBACKWARDS |= 애완동물들이 아주 젊어 보이네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PRICEBUSTERS |= 유령과 거래했다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PRICEBUSTERS |= 나도 유령한테 물건을 산 적이 있어. 솔직히 말해서.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PRICEBUSTERS |= 유령 상인은 기분이 좋았어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SECRETSHOPPER |= 비밀 시장을 찾은거야? 말해 봐!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SECRETSHOPPER |= 비밀 시장을 찾았어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SECRETSHOPPER |= 비밀 시장을 찾았어? 어디서?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WOULDEDWARDWOODWARDIFHECOULD |= 이번엔 서머타이드는 어떻게 찾았어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WOULDEDWARDWOODWARDIFHECOULD |= 서머타이드, 어땠어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WOULDEDWARDWOODWARDIFHECOULD |= 난 페이파이어에서 사람들을 태우던 때가 더 좋았어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THATWASMYFOOT |= 네가 춤추는 걸 봤어! 멋진 춤이었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THATWASMYFOOT |= 춤추는 거 봤어! 좋은 움직임이던걸.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THATWASMYFOOT |= 번개가 치는 것처럼 춤을 추는구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IDRATHERKEEPTHECOW |= 마법의 콩 세 개를 심은거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IDRATHERKEEPTHECOW |= 마법의 콩을 세 개 심었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IDRATHERKEEPTHECOW |= 콩나무에서 보는 전망은 좋아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHYDIDTHECHICKENCROSSTHEROAD |= 닭을 쫓아다닌다고 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHYDIDTHECHICKENCROSSTHEROAD |= 닭 쫓는 사람? 닭을 쫓아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHYDIDTHECHICKENCROSSTHEROAD |= 달걀은 마음껏 먹었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEJAUNTING |= 영혼의 산책에 가봤어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEJAUNTING |= 나도 그 영혼들을 봤어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEJAUNTING |= 죽은 자로부터 좋은 선물을 받았어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FIELDOFSCREAMS |= 누군가 프레드 바리콘을 때렸다고 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FIELDOFSCREAMS |= 프레드 배리콘을 때렸다고, 정말?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FIELDOFSCREAMS |= 프레드는 정말 재밌어요. 띠용!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CLOWNINGAROUND |= 톰은 재미있을정도로 무서워.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CLOWNINGAROUND |= 톰 훅핑거를 봤어?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CLOWNINGAROUND |= 톰에게 간지렵혀졌어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEREWILLBEBLOOD |= 블러드문 중에 싸웠어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEREWILLBEBLOOD |= 블러드문 중에 싸운거야? 어땠어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEREWILLBEBLOOD |= 블러드 문에 누가 싸워? 나 진지해.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_TOTALCARNAGE |= 일식 중에 싸워본 적 있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_TOTALCARNAGE |= 일식 중에 어떻게 싸우는 걸 볼 수 있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_TOTALCARNAGE |= 일식 중에 누가 싸워? 미친놈들이네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SPAWNCAMPER |= 물고기 광란에 가봤나 봐?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SPAWNCAMPER |= 물고기 광란에서 무언가를 잡았어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SPAWNCAMPER |= 물고기 광란 업적을 달성한거야? 인상적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISITSAFETOEAT |= 어떤 버섯을 골라야 하는지 안다는 소문이 있던데?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISITSAFETOEAT |= 너는 버섯을 잘 따는구나! 하하!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ISITSAFETOEAT |= 소문에 의하면 버섯 따기 전문가라고 하던데?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLERGYSEASON |= 꽃구경 가봤어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLERGYSEASON |= 꽃이 너무 예뻐.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLERGYSEASON |= 멋진 꽃이 피었다는 소식 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALODEOFFUN |= 광석 러쉬가 유용할거같은데, 맞지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALODEOFFUN |= 광석 러쉬가 유용하지!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALODEOFFUN |= 광석 러쉬에는 장점이 있지 않아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SEEINGSTARS |= 나도 저 행운의 별을 봤어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SEEINGSTARS |= 응, 우리도 그 행운의 별을 봤어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SEEINGSTARS |= 나도 저 행운의 별을 봤어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_INGOODGRACES |= 여신을 숭배하는 것은 좋은 일이야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_INGOODGRACES |= 제물을 바쳤다고 들었는데? 잘했어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_INGOODGRACES |= 항상 제물을 바치세요. 큰 도움이 될 수 있어요!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALITERALGODSEND |= 5별 혜택을 받았다니 믿을 수가 없네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALITERALGODSEND |= 너는 정말 축복받았어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALITERALGODSEND |= 놀라운 5별 혜택을 얻었다니 믿기지가 않네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DYEINGTOBEDIFFERENT |= 인테리어 장식을 배우고 있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DYEINGTOBEDIFFERENT |= 페인트가 묻었네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_DYEINGTOBEDIFFERENT |= 꾸미기 좀 했어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BROSUREYOUWANTTHAT |= 카탈로그를 만드는 건 정말 멋진 일이지 않니?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BROSUREYOUWANTTHAT |= 카탈로그 컬렉션을 시작했구나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_BROSUREYOUWANTTHAT |= 가구 컬렉션은 어떻게 진행되고 있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WELCOMETOCHOICEPARALYSIS |= 커스터마이징 아이템을 얻을 수 있는 게 맞아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WELCOMETOCHOICEPARALYSIS |= 그 카탈로그가 무거워 보여!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WELCOMETOCHOICEPARALYSIS |= 수집가구나!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEPLOTTHICKENS |= 농장을 확장한다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEPLOTTHICKENS |= 저 땅은 누구한테 돈 주고 샀어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEPLOTTHICKENS |= 농사 제국을 건설하고 있는거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUCANTCHOOSEYOURFAMILY |= 친구들이 무언가를 짓는 게 좋지 않아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUCANTCHOOSEYOURFAMILY |= 친구들이 조립하는 모습을 보는 게 좋아.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUCANTCHOOSEYOURFAMILY |= 팀워크는 무언가를 만들어내지!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEFABFOUR |= 세 사람이 함께 조립했어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEFABFOUR |= 세 명이서 만들었구나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEFABFOUR |= 다음에는 모두 무엇을 만들 거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHOSTHATTRIPTRAPPING |= 넌 진짜 해결사다!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHOSTHATTRIPTRAPPING |= 네 덕분에 더 멀리 여행할 수 있어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHOSTHATTRIPTRAPPING |= 훌륭한 다리 작업! 나는 분명히 전문가야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HOBBLED |= 홉에게 맛을 보여줬구나! 토템을 무너러뜨려!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HOBBLED |= 토템을 없애서 다행이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HOBBLED |= 저 토템을 무엇인지 보여줬구나!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FALLENIDOL |= 대단한 파괴였어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FALLENIDOL |= 저 지저분한 걸 부숴줘서 고마워.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_FALLENIDOL |= 하! 엿 먹어라, 이 할망구들아!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COPPERLOADOFTHIS |= 멋진 도전 보상을 받았구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COPPERLOADOFTHIS |= 잘했어, 브론즈 물건의 잠금 해제하는구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COPPERLOADOFTHIS |= 좋은 상품이네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AMERCURYPRIZE |= 좋은 일자리를 없애고 있는 것 같네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AMERCURYPRIZE |= 도전하고 싶지 않아?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AMERCURYPRIZE |= 멋진 새 물건이 있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SETTHEBARHIGH |= 너는 금자탑을 세웠어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SETTHEBARHIGH |= 금을 향해 달려가자!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_SETTHEBARHIGH |= 너는 확실히 힘든 도전을 좋아하네!

CONTEXTDIALOGUE_SPOUSE_JUST_MARRIED |= 당신과 결혼해서 정말 행복해.
CONTEXTDIALOGUE_SPOUSE_JUST_MARRIED |= 우리가 결혼했다는 게 믿기지 않아.
CONTEXTDIALOGUE_SPOUSE_JUST_MARRIED |= 정말 행복한 결합이야.
CONTEXTDIALOGUE_SPOUSE_JUST_MARRIED |= 결혼한 우리의 집이 너무 좋아.
CONTEXTDIALOGUE_SPOUSE_JUST_MARRIED |= 우리는 오랫동안 함께 행복한 삶을 살 거야.

CONTEXTDIALOGUE_SPOUSE_NEW_BABY |= 정말 예쁜 아이야!
CONTEXTDIALOGUE_SPOUSE_NEW_BABY |= 우리 가족이 성장해서 정말 행복해.
CONTEXTDIALOGUE_SPOUSE_NEW_BABY |= 정말 귀여운 아기야!
CONTEXTDIALOGUE_SPOUSE_NEW_BABY |= 지금 너무 행복해.
CONTEXTDIALOGUE_SPOUSE_NEW_BABY |= 우리에겐 아기가 생겼어! 너무 행복해!

CONTEXTDIALOGUE_SPOUSE_ADOPTION |= 우리 가족이 늘어나서 되어 기뻐.
CONTEXTDIALOGUE_SPOUSE_ADOPTION |= 우리 가족이 늘어나서 좋아.
CONTEXTDIALOGUE_SPOUSE_ADOPTION |= 우리의 새 아이를 사랑해.
CONTEXTDIALOGUE_SPOUSE_ADOPTION |= 우리는 행복한 가족을 이루고 있어.
CONTEXTDIALOGUE_SPOUSE_ADOPTION |= 새 아이를 위한 훌륭한 선택이야!

CONTEXTDIALOGUE_CHILD_NEW_CHILD |= 예이! 함께 놀 새 아이가 생겼어요!
CONTEXTDIALOGUE_CHILD_NEW_CHILD |= 난 여전히 부모님이 가장 좋아하는 사람이죠?
CONTEXTDIALOGUE_CHILD_NEW_CHILD |= 만세! 놀이 친구가 더 생겼어요!
CONTEXTDIALOGUE_CHILD_NEW_CHILD |= 난 우리 대가족이 좋아요.
CONTEXTDIALOGUE_CHILD_NEW_CHILD |= 우리 가족이 정말 커졌어요!

CONTEXTDIALOGUE_GENERAL_HOMELESS |= 난 노숙자야!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 우리 집 좀 고쳐줘.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 저 저주받은 홉이 내 집을 망쳤어!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 좋은 건축업자를 알아?
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 쉼터의 침대가 불편해.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 나는 지금 쉼터에서 살고 있어.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 내 집이 망가졌어!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 내 불쌍한 집! 파괴됐어!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 집을 고칠 준비가 됐어?
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 홉이 우리 집을 망쳤어.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 대피소가 너무 추워.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 집 수리가 필요해, 빨리!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 홉이 또 집을 망가뜨리고 있어.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 쉼터가 지저분해.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 내 망가진 집을 고치고 싶은거야?
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 나는 부서진 집에서 왔어. 말 그대로.
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 쉼터가 있어서 다행이야. 난 노숙자라고!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 내 집처럼 무너진 집이 있는지 확인해 줘!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 괴물들이 집을 부쉈어!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 집이 없어! 개같은 괴물들!
CONTEXTDIALOGUE_GENERAL_HOMELESS |= 내 집을 고쳐야겠어.
