Pickup_Kynseed |= 킨시드
Pickup_Description_944 |= 로리안테, 양배추, 바질.
Pickup_945 |= Seduction Reduction
Pickup_Description_945 |= 엘더베리, 호박, 딸기.
Pickup_946 |= Llaranfast
Pickup_Description_946 |= 스웜플래치, 꿀, Dank Moss.
Pickup_947 |= Sunset Driveover
Pickup_Description_947 |= 설탕 자두, 나이트베리, 저주고기.
Pickup_948 |= Brackenbarm
Pickup_Description_948 |= 엘더베리, 가스가 찬 사과, 카모마일.
Pickup_949 |= Faery Bread
Pickup_Description_949 |= 설탕 자두, 카모마일, 무지개 버섯.
Pickup_950 |= Berry Bright Bread
Pickup_Description_950 |= 엘더베리, 나이트베리, 배.
Pickup_951 |= Hokey Hoagie
Pickup_Description_951 |= 순무, 바질, 돼지갈비.
Pickup_952 |= Angled Wedge
Pickup_Description_952 |= 연어, 바벨, 많은 손가락 물고기.
Pickup_953 |= Vera's Victory Veggie
Pickup_Description_953 |= 알로에 베라, 순무, 엘더베리.
Pickup_954 |= Creek n Coop
Pickup_Description_954 |= 닭다리, 창꼬치, 바벨.
Pickup_955 |= Stinging Sponge
Pickup_Description_955 |= 쐐기풀, 생강, 배.
Pickup_956 |= Fiery Flan
Pickup_Description_956 |= 화염고기, 플리커핀, 생강.
Pickup_957 |= 순무 씨앗
Pickup_Description_957 |= They don't need purple rain, my Prince.
Pickup_487 |= 포도
Pickup_Description_487 |= Always whining.
Pickup_958 |= 테라리움
Pickup_Description_958 |= Want crops in a hurry? Jump right in.
Pickup_959 |= 알로에 베라 위치 1
Pickup_Description_959 |= 알로에 베라! Show us your gown! In the fields of Summerdown.
Pickup_960 |= Weed Skimmer 위치 1
Pickup_Description_960 |= Anywhere among silent reeds,\n Weedskimmer skims among the weeds.
Pickup_961 |= 알로에 베라 위치 2
Pickup_Description_961 |= Aloe Vera only wakes,\n When people finish their lunchtime cakes.
Pickup_962 |= 알로에 베라 사용법
Pickup_Description_962 |= Constitution fills your whole,\n With Aloe Vera in your bowl.
Pickup_963 |= Cointail 위치 1
Pickup_Description_963 |= Cointail a greedy fish,\n I wish I had one in my dish.
Pickup_964 |= Cointail 위치 2
Pickup_Description_964 |= Anytime, any place, in any pools,\n Cointail spins the gold of fools.
Pickup_965 |= Cointail 사용법
Pickup_Description_965 |= Raises Charm and Barter skill,\n But Cointail reason it does kill.
Pickup_966 |= 고수 위치 1
Pickup_Description_966 |= 허브가 자라는 베일에서\n 코리앤더는 흙을 사랑합니다.
Pickup_967 |= 고수 위치 2
Pickup_Description_967 |= 점심 식사 후에야 깨어나는 고수!\n 일년 내내 빵을 굽습니다.
Pickup_968 |= 고수 사용법
Pickup_Description_968 |= 협상 스킬이 부족하다면 \n 고수가 거래를 도와줄 수 있습니다.
Pickup_969 |= Dank Moss 위치 1
Pickup_Description_969 |= As any quality woodsman knows,\n Dank Moss on any tree's stump grows.
Pickup_970 |= Dank Moss 위치 2
Pickup_Description_970 |= Pour water on a stump so clean,\n And Dank Moss is yours to glean.
Pickup_971 |= Dank Moss 사용법
Pickup_Description_971 |= Dank Moss wet and strong like wire,\n Makes a person's toughness higher.
Pickup_972 |= 꿀 위치 2
Pickup_Description_972 |= Where can one procure honey?\n A beehive! Oh isn't that funny?
Pickup_973 |= 우유 이끼 위치 1
Pickup_Description_973 |= Milk Moss grows in little clumps,\n On nature's table we call tree stumps.
Pickup_974 |= 우유 이끼 위치 2
Pickup_Description_974 |= To get the Milk Moss to grow so plump,\n Pour some milk upon the stump.
Pickup_975 |= 우유 이끼 사용법
Pickup_Description_975 |= Milk Moss never means no harm,\n Always likes to turn on Charm.
Pickup_976 |= 쐐기풀 위치 1
Pickup_Description_976 |= In Quill they always raise a kettle,\n To Midsomer Murder and Old John Nettle.
Pickup_977 |= 쐐기풀 위치 2
Pickup_Description_977 |= Before evening spreads dark wings,\n Nettle laughs at all it stings.
Pickup_978 |= 쐐기풀 사용법
Pickup_Description_978 |= Nettle makes love a habit,\n Just don't rub it on your bits.
Pickup_575 |= 돼지고기 나무 위치 1
Pickup_Description_575 |= Through the door with circles three,\n Find the pork upon the tree.
Pickup_576 |= 돼지고기 나무 위치 2
Pickup_Description_576 |= To grow some pork to make a chop,\n Buy the seeds from Fairy shoppe!
Pickup_577 |= 돼지고기 나무 사용법
Pickup_Description_577 |= Dogs love a bit of pork,\n So offer some from your fork.
Pickup_979 |= 연어 위치 1
Pickup_Description_979 |= In wilderness like arrows from quivers,\n Salmon leaps from shining rivers.
Pickup_980 |= 연어 위치 2
Pickup_Description_980 |= Salmon does not like the cold,\n They swim away in Winter's hold.
Pickup_981 |= 연어 사용법
Pickup_Description_981 |= Salmon is good for adding muscle,\n To help with daily hustle and bustle.
Pickup_982 |= 달콤 이끼 위치 1
Pickup_Description_982 |= 요정들이 재채기를 하는 티르 나 노그에서는\n 나무 그루터기에 꿀을 붓습니다.
Pickup_983 |= 달콤 이끼 위치 2
Pickup_Description_983 |= 가서 똥을 누지 마세요!\n 그냥 가서 그루터기에 꿀을 부으세요!
Pickup_984 |= 달콤 이끼 사용법
Pickup_Description_984 |= 저녁 식사에 달콤 이끼를 넣어\n 엉덩이의 기술을 승자로 만들어보세요.
Pickup_985 |= 순무 위치 1
Pickup_Description_985 |= Turnip is the poor man's veg,\n In Mellowfields they sleep by hedge.
Pickup_986 |= 순무 위치 2
Pickup_Description_986 |= Turnips hate the summer so,\n They like cold and damp to make them grow.
Pickup_987 |= 순무 사용법
Pickup_Description_987 |= Eat yer Turnips said my Nan,\n They make yer arms as strong as Pan.
Pickup_988 |= Weed Skimmer 위치 2
Pickup_Description_988 |= Weedskimmer like the fronds,\n Of weeds they skim around in ponds.
Pickup_989 |= Weed Skimmer 사용법
Pickup_Description_989 |= Weedskimmer darts with serious need,\n And gives a person serious speed.
Pickup_702 |= 우유 위치 2
Pickup_Description_702 |= Why do cows have hooves, ya knows?\n It's because they all lactose.
Pickup_990 |= 지하실 열쇠
Pickup_Description_990 |= 맞는 자물쇠를 찾아보세요.
Pickup_991 |= 우정의 반지
Pickup_Description_991 |= A small circle of friends. Boost to FP gains.
Pickup_992 |= Torc of Return
Pickup_Description_992 |= Get back to where you once belonged. Transports you to The Circle Tomb entrance.
Pickup_993 |= Fae Markets token
Pickup_Description_993 |= Let's go upmarket. Access special Fae markets.
Pickup_994 |= 깊은 광산 열쇠
Pickup_Description_994 |= Open minded. Access Deep Mine.
Pickup_995 |= 눈보라 지팡이
Pickup_Description_995 |= Great support. Create a snowstorm.
Pickup_996 |= Lightning Rod
Pickup_Description_996 |= Cooks up a storm. Handy for Curse Fish, occasional item quality and summoning a monster...
Pickup_997 |= Music Box
Pickup_Description_997 |= Artefacts of life. Has a mystery use. Head to Dancers, take a pet.
Pickup_998 |= Glass Lens
Pickup_Description_998 |= Another Obscura Lens, to try at a henge.
Pickup_999 |= 보팔 검 몰드
Pickup_Description_999 |= Forge the Vorpal Sword with this mould.
Pickup_1000 |= 보팔 검
Pickup_Description_1000 |= Edgy. The only weapon that can hurt a Jabberwock.
Pickup_1001 |= 히얄라이트 참
Pickup_Description_1001 |= Have some self-reflection. Equip this charm before combat and projectiles may bounce off you.
Pickup_114 |= 가스밸리
Pickup_Description_114 |= Has an inflated opinion.
Pickup_113 |= 머드키퍼
Pickup_Description_113 |= Sleeps with the fishes.
Pickup_122 |= 목시
Pickup_Description_122 |= 자기 전 화장실에 대한 IQ.
Pickup_488 |= 리크
Pickup_Description_488 |= Drip fed.
Pickup_479 |= 보그콩
Pickup_Description_479 |= Look, smells and tastes like poo. Erm, not that I eat poo.
Pickup_126 |= 보기맨 버섯
Pickup_Description_126 |= Snot fair.
Pickup_480 |= Spearwort
Pickup_Description_480 |= You wort? Want some do ya?!
Pickup_478 |= 아이리스
Pickup_Description_478 |= There is no corn here.
Pickup_118 |= 마늘
Pickup_Description_118 |= Has bite.
Pickup_117 |= 마시멜로
Pickup_Description_117 |= Like soft little cushions for mice.
Pickup_129 |= 베일
Pickup_Description_129 |= Pull it back.
Pickup_1002 |= 램튼 파이
Pickup_Description_1002 |= Cut it in three halves.
Pickup_1003 |= 램튼 파이
Pickup_Description_1003 |= 스웜플래치, 장어, 베일.
Pickup_1004 |= 목시 잼
Pickup_Description_1004 |= 목시, 목시, 목시.
Pickup_1005 |= Cock-A-Leeky Soup
Pickup_Description_1005 |= 리크, 백리향, 닭다리.
Pickup_1006 |= 순무 파이
Pickup_Description_1006 |= 순무, 바질, 백리향.
Pickup_1007 |= Ghoul Hash
Pickup_Description_1007 |= 목시, 보기맨 버섯, 바늘고기.
Pickup_45 |= The Brothy Grimm
Pickup_Description_45 |= 양배추, 오팔 잉어, 머드키퍼.
Pickup_1008 |= Cursory Glance
Pickup_Description_1008 |= 리크, 저주고기, 래디시.
Pickup_1010 |= Glutton Free Cake
Pickup_Description_1010 |= 딸기, 마시멜로, 휘슬뿌리.
Pickup_1011 |= 암브로시아
Pickup_Description_1011 |= 달물고기, 무지개 버섯, 마시멜로.
Pickup_1012 |= Luke's Runner's Aid Broth
Pickup_Description_1012 |= Weed Skimmer, 루아크라, 배.
Pickup_1013 |= 목시 잼
Pickup_Description_1013 |= 당신의 두뇌 능력을 보존합니다.
Pickup_1014 |= Cock-A-Leeky Soup
Pickup_Description_1014 |= Seriously?
Pickup_1015 |= 순무 파이
Pickup_Description_1015 |= It's Turnippy.
Pickup_1016 |= Ghoul Hash
Pickup_Description_1016 |= Dead Tasty.
Pickup_1017 |= Cursory Glance
Pickup_Description_1017 |= Made with love and care... for your enemies.
Pickup_1019 |= Glutton Free Cake
Pickup_Description_1019 |= Free from fats.
Pickup_1020 |= 암브로시아
Pickup_Description_1020 |= Food of the Gods. The Party Gods.
Pickup_1021 |= Luke's Runner's Aid Broth
Pickup_Description_1021 |= Witness the Fitness.
Pickup_167 |= 독 혀
Pickup_Description_167 |= Extra padding.
Pickup_1022 |= 노란 발톱
Pickup_Description_1022 |= 발가락 칼을 사용하세요.
Pickup_1023 |= 스프리건의 귀
Pickup_Description_1023 |= Love it or lobe it.
Pickup_1024 |= Spikey Tip
Pickup_Description_1024 |= Nothing to do with hedgehog waiters.
Pickup_1025 |= 오기르의 피
Pickup_Description_1025 |= Haemo-goblin.
Pickup_1026 |= 악취나는 발가락
Pickup_Description_1026 |= Smells like rotten Aggghh soles.
Pickup_1027 |= 눈먼 메리
Pickup_Description_1027 |= Named after a witch who had perfectly good vision Thankyouverymuch.
Pickup_1028 |= 맨드레이크
Pickup_Description_1028 |= Don't go rooting for it.
Pickup_1029 |= 동굴풀
Pickup_Description_1029 |= 동굴속의 얼룩.
Pickup_1030 |= Sticky Tongue
Pickup_Description_1030 |= Got it licked.
Pickup_1031 |= Crude Gullet
Pickup_Description_1031 |= A striking common tater.
Pickup_1032 |= 파스마즘
Pickup_Description_1032 |= A bit dodgy.
Pickup_1033 |= 샨테라그
Pickup_Description_1033 |= 이 꽃을 얻으려면 IQ가 높아져야 합니다.
Pickup_1034 |= 이프리스
Pickup_Description_1034 |= C-c-c-combust breaker.
Pickup_128 |= 크리스탈 콩
Pickup_Description_128 |= Missed a Bean.
Pickup_1035 |= 베일 잼
Pickup_Description_1035 |= Not a Wedding Dress malfunction.
Pickup_1036 |= 베일 잼
Pickup_Description_1036 |= 베일, 베일, 꿀.
Pickup_1037 |= Continyuum
Pickup_Description_1037 |= I know The Doctor Who recommended eating this.
Pickup_1038 |= Continyuum
Pickup_Description_1038 |= 심장뿌리, 베일, 크리스탈 콩.
Pickup_1039 |= Crude Gullet 위치 1
Pickup_Description_1039 |= Hopping around in Midwood mires,\n Croakers bounce and jump much higher.
Pickup_1040 |= 님프의 날개 위치 2
Pickup_Description_1040 |= I killed a Nymph and here's the thing,\n She dropped the most delightful wing.
Pickup_1041 |= 머드키퍼 사용법
Pickup_Description_1041 |= 머드키퍼's trait is rather silly,\n Makes you squeamish just like Willy.
Pickup_1042 |= Crude Gullet 사용법
Pickup_Description_1042 |= Crude Gullet stops those farts that creep,\n But will make you fall asleep.
Pickup_1043 |= 머드키퍼 위치 1
Pickup_Description_1043 |= 머드키퍼 has its muddy dreams,\n In the shallow Woemarsh streams.
Pickup_1044 |= 머드키퍼 위치 2
Pickup_Description_1044 |= 머드키퍼 hates being hot,\n So in summer can't be got.
Pickup_1045 |= 가스밸리 위치 1
Pickup_Description_1045 |= 가스밸리, flat and bloated thing,\n In Woemarsh waters it does sing.
Pickup_1046 |= 가스밸리 위치 2
Pickup_Description_1046 |= As the morning light appears,\n 가스밸리 shows its face and leers.
Pickup_1047 |= 가스밸리 사용법
Pickup_Description_1047 |= Stinks a lot does 가스밸리 fish,\n And makes bombs too, should you wish.
Pickup_1048 |= 목시 위치 1
Pickup_Description_1048 |= 워마쉬의 가장 어둡고 어두운 그늘 속에서\n 폭시 목시는 무성하게 자랍니다.
Pickup_1049 |= 목시 위치 2
Pickup_Description_1049 |= 목시는 특이한 식물입니다.\n 겨울과 봄에만 자랍니다.
Pickup_1050 |= 목시 사용법
Pickup_Description_1050 |= 졸리게 만들고 똑똑하게 만들어줍니다.\n 목시는 방귀를 참습니다.
Pickup_1051 |= 리크 위치 1
Pickup_Description_1051 |= I once had to take a Leek,\n From Woemarsh swamps; it took a week!
Pickup_1052 |= 리크 위치 2
Pickup_Description_1052 |= Leeks do not like the cold its true,\n So pick them when your nose ain't blue!
Pickup_1053 |= 리크 사용법
Pickup_Description_1053 |= Leeks live up to their name,\n They up your perk and up your game.
Pickup_1054 |= 물안개 위치 1
Pickup_Description_1054 |= Spearwort winds like tailor's spools,\n Among Woemarsh's gassy pools.
Pickup_1055 |= 물안개 위치 2
Pickup_Description_1055 |= Spearwort hates the crisp new spring,\n hides til summer spreads its wings.
Pickup_1056 |= 물안개 사용법
Pickup_Description_1056 |= Spearwort gives that gambling thrill,\n raises up your barter skill.
Pickup_1057 |= 보그콩 위치 1
Pickup_Description_1057 |= Near the dankest Woemarsh pools,\n 보그콩 bursts the nose of fools.
Pickup_1058 |= 보그콩 위치 2
Pickup_Description_1058 |= 보그콩 wakes when it gets wet, That's in Autumn, lest you forget.
Pickup_1059 |= 보그콩 사용법
Pickup_Description_1059 |= Makes the farts go from your bed,\n But will make you stink instead!
Pickup_1060 |= 아이리스 위치 1
Pickup_Description_1060 |= In the drier grassy parts they huddle,\n Iris looks like she needs a cuddle.
Pickup_1061 |= 아이리스 위치 2
Pickup_Description_1061 |= Iris hates the winter chills,\n Prefers much warmer, wetter thrills.
Pickup_1062 |= 아이리스 사용법
Pickup_Description_1062 |= Iris gives the gift of gab,\n And for constitution it is fab.
Pickup_1063 |= 눈먼 메리 위치 1
Pickup_Description_1063 |= 눈먼 메리는 보지 못할 수도 있습니다.\n 그녀는 워마쉬 길가에 있습니다.
Pickup_1064 |= 눈먼 메리 위치 2
Pickup_Description_1064 |= 연기와 안개가 짙게 깔리면\n 눈먼 메리는 얇은 지팡이를 휘두릅니다.
Pickup_1065 |= 눈먼 메리 사용법
Pickup_Description_1065 |= 눈먼 메리의 수액은 한 사람을 약화시키고\n 그를 함정에 빠뜨립니다.
Pickup_1066 |= 맨드레이크 위치 1
Pickup_Description_1066 |= Mandrake known for dreadful cries,\n Under the Woemarsh grim, grey skies.
Pickup_1067 |= 맨드레이크 위치 2
Pickup_Description_1067 |= When curses ail you then you'll find,\n Mandrake roots show their behind. 
Pickup_1068 |= 맨드레이크 사용법
Pickup_Description_1068 |= Mandrake heals wounds quite well,\n But of curses you will smell.
Pickup_1069 |= 마시멜로 위치 1
Pickup_Description_1069 |= 워마쉬는 매우 척박한 땅이지만,\n그곳에서 달콤한 마시멜로를 발견할 수 있습니다.
Pickup_1070 |= 마시멜로 위치 2
Pickup_Description_1070 |= 젖은 것을 좋아하고 추위를 좋아하며,\n눈 속의 마시멜로와 금빛 나뭇잎을 좋아합니다.
Pickup_1071 |= 마시멜로 사용법
Pickup_Description_1071 |= Marshmallow is the toast of friends,\n It raises up your stock no end.
Pickup_1072 |= 마늘 위치 1
Pickup_Description_1072 |= In the stinky swampy parts,\n Garlic waits like silent farts.
Pickup_1073 |= 마늘 위치 2
Pickup_Description_1073 |= Sun rises in the sky,\n and Garlic opens a sleepy eye.
Pickup_1074 |= 마늘 사용법
Pickup_Description_1074 |= Friends will avoid you like death,\n If garlic is on your stinky breath.
Pickup_1075 |= 보기맨 버섯 위치 1
Pickup_Description_1075 |= In the deepest mines the Obscura shows,\n 보기맨 버섯 and where it grows.
Pickup_1076 |= 보기맨 버섯 위치 2
Pickup_Description_1076 |= Water poured on subterranean stumps,\n Makes 보기맨 버섯 grow in clumps.
Pickup_1077 |= 보기맨 버섯 사용법
Pickup_Description_1077 |= 보기맨 버섯 shares Bogeyman gaits,\n Shy and big and give random traits.
Pickup_1078 |= 크리스탈 콩 위치 1
Pickup_Description_1078 |= 크리스탈 콩 in Voide be found,\n Growing in the crystal ground.
Pickup_1079 |= 크리스탈 콩 사용법
Pickup_Description_1079 |= Stop sickness, make meek and wards of hex,\n 크리스탈 콩 do oft perplex.
Pickup_1080 |= 크리스탈 콩 위치 2
Pickup_Description_1080 |= From 12 til 6 in human hours,\n 크리스탈 콩 show their 꽃s.
Pickup_1081 |= 베일 위치 1
Pickup_Description_1081 |= Veill comes from the highest realm of Fae,\n Voide is dark like brightest day.
Pickup_1082 |= 베일 위치 2
Pickup_Description_1082 |= Veill sprouts for your salvation,\n When Goddesses have their celebration.
Pickup_1083 |= 베일 사용법
Pickup_Description_1083 |= Veill curses when used in fights,\n But time will slow like drawn-out night.
Pickup_1084 |= 동굴풀 위치 1
Pickup_Description_1084 |= 늪지대와 소나무 숲에는 어두운 동굴이 숨어 있고\n 동굴풀은 그곳에서 용감한 사람들을 기다립니다.
Pickup_1085 |= 동굴풀 위치 2
Pickup_Description_1085 |= 비가 온 다음날,\n 동굴풀은 다시 싹 틔우는 것을 좋아합니다.
Pickup_1086 |= 동굴풀 사용법
Pickup_Description_1086 |= 어둠 속에서 동굴풀은 수줍어하고,\n 수줍음은 당신과 함께 머물것입니다.
Pickup_1087 |= 샨테라그 위치 1
Pickup_Description_1087 |= 우주의 공허에서,\n 성운 나무 옆의 샨테라그를 볼 수 있습니다.
Pickup_1088 |= 샨테라그 사용법
Pickup_Description_1088 |= 샨테라그는 당신을 똑똑한 상자로 만들어주며,\n 그 어떤 여우보다 진실합니다.
Pickup_1089 |= 파스마즘 위치 1
Pickup_Description_1089 |= 파스마즘 always seems annoyed,\n When floating pretty in the Voide.
Pickup_1090 |= 파스마즘 위치 2
Pickup_Description_1090 |= 파스마즘 grants athletic powers,\n But makes yor Brian real dum fer howers.
Pickup_1091 |= 파스마즘 위치 2
Pickup_Description_1091 |= 파스마즘 hides it face,\n And needs a hit from a slingshot ace.
Pickup_1092 |= 이프리스 위치 1
Pickup_Description_1092 |= Ifferys the legendary bud,\n In the realm of Voide they grow so good.
Pickup_1093 |= 이프리스 사용법
Pickup_Description_1093 |= Dragon's breath won't be a fear,\n And Accuracy will make your shots so near.
Pickup_1094 |= 홉의 이빨 위치 1
Pickup_Description_1094 |= 심플우드에서는 맨살을 드러낸\n 호브를 찾을 수 있습니다.
Pickup_1095 |= 홉의 이빨 위치 2
Pickup_Description_1095 |= 작고 날카로운 흰색 덩어리를 원한다면\n 작은 호브에서 치아를 가져오세요.
Pickup_1096 |= 홉의 이빨 사용법
Pickup_Description_1096 |= 홉 이빨은 밤에 기운을 북돋워주지만\n 무서운 공포를 주기도 합니다.
Pickup_1097 |= 슬라임 점액 위치 1
Pickup_Description_1097 |= 심플우드의 롭은 당신이 그들의 장소를 침범하면\n 얼굴을 드러냅니다.
Pickup_1098 |= 슬라임 점액 위치 2
Pickup_Description_1098 |= 롭의 슬라임 한 병을 받으면\n 목숨을 구할 수 있습니다
Pickup_1099 |= 슬라임 점액 사용법
Pickup_Description_1099 |= 질병과 질환은 마음을 무너뜨리지만, \n 노움의 수염은 방귀를 뀌게 만듭니다!
Pickup_1100 |= 놉의 눈알 위치 1
Pickup_Description_1100 |= In Simplewood and Midwood you can spy,\n A little wink from Nob Eye.
Pickup_1101 |= 놉의 눈알 위치 2
Pickup_Description_1101 |= Nobs and Great Nobs drop this prize,\n Fill your pockets with Nob Eyes!
Pickup_1102 |= 놉의 눈알 사용법
Pickup_Description_1102 |= Want to stay awake and shrink?\n Pop some Nob Eye in your drink.
Pickup_1103 |= 영혼의 정수 위치 1
Pickup_Description_1103 |= Remnants are cursed to serve the Hags,\n In Toughwood where your heart does sag.
Pickup_1104 |= 영혼의 정수 위치 2
Pickup_Description_1104 |= How to get Spirit Essence drops?\n Harvest remnants just like crops.
Pickup_1105 |= 영혼의 정수 사용법
Pickup_Description_1105 |= Positivity comes in thick,\n But Spirit Essence makes you sick.
Pickup_1106 |= 고대의 천 위치 1
Pickup_Description_1106 |= In Toughwood's dark and crumbling walls,\n Remnants grab you by the halls.
Pickup_1107 |= 고대의 천 위치 2
Pickup_Description_1107 |= 고대의 천 all torn and tatty,\n From Remnants robes when they go splatty.
Pickup_1108 |= 고대의 천 사용법
Pickup_Description_1108 |= 고대의 천 will give evil the finger,\n But laziness around you linger.
Pickup_1109 |= 밤의 꼬리 위치 1
Pickup_Description_1109 |= Barghest, the dark and evil hound,\n In dark and evil Toughwood found.
Pickup_1110 |= 밤의 꼬리 위치 2
Pickup_Description_1110 |= Want a 밤의 꼬리 for your stew?\n Barghests are the hound for you! 
Pickup_1111 |= 밤의 꼬리 사용법
Pickup_Description_1111 |= I am positively sleepless and can't get it up!\n Must be 밤의 꼬리 in my cup.
Pickup_1112 |= 검은 발 위치 1
Pickup_Description_1112 |= Barghests sniff and pad about,\n in Toughwood where they hold some clout.
Pickup_1113 |= 검은 발 위치 2
Pickup_Description_1113 |= Need a 검은 발 in a hurry?\n Just slay a Barghest! There! No worry!
Pickup_1114 |= 검은 발 사용법
Pickup_Description_1114 |= 검은 발 makes you tough as nails,\n But toxic vapours you'll inhale.
Pickup_1115 |= 독 혀 위치 1
Pickup_Description_1115 |= What's the howl in Toughwood's deeps?\n It's the Barghest as it does creep.
Pickup_1116 |= 독 혀 위치 2
Pickup_Description_1116 |= Barghest has a 독 혀, you know?\n So never let one lick your toe.
Pickup_1117 |= 독 혀 사용법
Pickup_Description_1117 |= 독 혀 in more ways than one,\n The body dies, but the rumours go on.
Pickup_1118 |= 누런 심장 위치 1
Pickup_Description_1118 |= Do you hear the Banshee screams? In Toughwood and beyond your dreams?
Pickup_1119 |= 누런 심장 위치 2
Pickup_Description_1119 |= A 누런 심장 the Banshee holds,\n In Toughwood where the heart grows cold.
Pickup_1120 |= 누런 심장 사용법
Pickup_Description_1120 |= Lazy bones from 누런 심장,\n Take a bite if you are smart.
Pickup_1121 |= 마녀의 천 위치 1
Pickup_Description_1121 |= Amongst Toughwood's ruins the Banshee wails,\n To freeze your heart, it never fails.
Pickup_1122 |= 마녀의 천 위치 2
Pickup_Description_1122 |= 마녀의 천 is your prize,\n As the callous Banshee dies.
Pickup_1123 |= 마녀의 천 사용법
Pickup_Description_1123 |= If you want someone to stink and sleep,\n 마녀의 천 in your pocket keep.
Pickup_1125 |= 자수정 위치 1
Pickup_Description_1125 |= The glowing spectral lady cries,\n In Toughwood where they damn your eyes.
Pickup_1126 |= 자수정 위치 2
Pickup_Description_1126 |= Killing a Banshee is not cruel,\n And they drop 자수정, a lovely jewel.
Pickup_1127 |= 자수정 사용법
Pickup_Description_1127 |= Protects and enhances brain,\n Yet 자수정 your positivity drain.
Pickup_1128 |= 님프의 날개 위치 1
Pickup_Description_1128 |= In Simplewood like smoothest butter,\n Nymphs elegantly flit and flutter.
Pickup_1129 |= 할망의 눈알 위치 2
Pickup_Description_1129 |= Obvious proverbs live and die,\n Like this one of Hags and the 할망의 눈알.
Pickup_1130 |= 님프의 날개 사용법
Pickup_Description_1130 |= 님프의 날개 makes the gossip fly,\n And brings the look of fear into the eye.
Pickup_1131 |= 독 주머니 위치 1
Pickup_Description_1131 |= Simplewood is totally buzzing mate,\n The Nymphs that fly there don't abate.
Pickup_1132 |= 독 주머니 위치 2
Pickup_Description_1132 |= Pull off a wing and a Nymph can't fly,\n Chop off their 독 주머니, and they will die.
Pickup_1133 |= 독 주머니 사용법
Pickup_Description_1133 |= Sick is calmed by 독 주머니,\n But do people talk behind your back?
Pickup_1134 |= 할망의 이빨 위치 1
Pickup_Description_1134 |= Hags are found in every woods,\n The Sisters like to share their blood.
Pickup_1135 |= 할망의 이빨 위치 2
Pickup_Description_1135 |= Water, forest or is it night?\n Hag tooth comes with a deadly fright.
Pickup_1136 |= 할망의 이빨 사용법
Pickup_Description_1136 |= Hag Tooth makes your haggling soar,\n But also makes you weak as straw.
Pickup_1137 |= 할망의 머리카락 위치 1
Pickup_Description_1137 |= Hags live in every zone,\n Where crooked hand cracks crooked bone.
Pickup_1138 |= 할망의 머리카락 위치 2
Pickup_Description_1138 |= Want some 할망의 머리카락 for a wig?\n Kill a Hag then run like Twig!
Pickup_1139 |= 할망의 머리카락 사용법
Pickup_Description_1139 |= 할망의 머리카락 worms out truth like worms from soil,\n And makes you lazy and prone to coil.
Pickup_1140 |= 할망의 눈알 위치 1
Pickup_Description_1140 |= Need a Hag just for her eyes?\n Any forest will give surprise!
Pickup_1141 |= 할망의 눈알 사용법
Pickup_Description_1141 |= 할망의 눈알 calms the torrid tum,\n But makes you see things through your bum.
Pickup_1142 |= 유리 눈 위치 1
Pickup_Description_1142 |= For Fachen's sake they often curse,\n When Midwood's monsters steal their purse.
Pickup_1143 |= 유리 눈 위치 2
Pickup_Description_1143 |= How to gain Glass Tears you ask?\n Kill a Fachen, no simple task.
Pickup_1144 |= 이프리스 위치 2
Pickup_Description_1144 |= 이프리스는 신처럼 불타오릅니다.\n 오직 홀수 날일 때만.
Pickup_1145 |= 유리 눈 사용법
Pickup_Description_1145 |= Glass tears warm the gossip's mittens,\n Then they fall asleep as weak as kittens.
Pickup_1146 |= 노란 발톱 위치 1
Pickup_Description_1146 |= Where do Fachens bounce and leap?\n In Midwood, you poor sacrificial sheep.
Pickup_1147 |= 노란 발톱 위치 2
Pickup_Description_1147 |= Fachen have the dirtiest toes,\n They give you Yellow Toenails, you know?
Pickup_1148 |= 노란 발톱 사용법
Pickup_Description_1148 |= Yellow Toenails are very hard,\n Make you squeamish, but protect like ward.
Pickup_1149 |= 스프리건의 귀 위치 1
Pickup_Description_1149 |= Isn't the Spriggan a curious creature?\n In Midwood they are a popular feature.
Pickup_1150 |= 스프리건의 귀 위치 2
Pickup_Description_1150 |= Where would one get Spriggan Ear?\n From Spriggan, but you must show no fear!
Pickup_1151 |= 스프리건의 귀 사용법
Pickup_Description_1151 |= Spriggan Ears are the gossip's friend,\n They bend and also repel no end!
Pickup_1152 |= Spiky Tip 위치 1
Pickup_Description_1152 |= Spriggan big and Spriggan small,\n In Midwood rolling like a ball.
Pickup_1153 |= Spiky Tip 위치 2
Pickup_Description_1153 |= Spriggans drop a Spiky Tip,\n As useful as an apple pip.
Pickup_1154 |= Spiky Tip 사용법
Pickup_Description_1154 |= Spiky Tip makes you shoot real straight,\n But stops you shooting much, old mate!
Pickup_1155 |= 오기르의 피 위치 1
Pickup_Description_1155 |= Ogyr, Ogyr, big, bad brute,\n In Toughwood sits upon his loot.
Pickup_1156 |= 오기르의 피 위치 2
Pickup_Description_1156 |= 오기르의 피 is hard to draw,\n So sharpen blades to try to get more!
Pickup_1157 |= 오기르의 피 사용법
Pickup_Description_1157 |= 오기르의 피 can give the meekest bravery,\n But also a skull as thick as gravy.
Pickup_1158 |= 악취나는 발가락 위치 1
Pickup_Description_1158 |= You may find the Ogyr mean,\n In Toughwood wiping his club clean.
Pickup_1159 |= 악취나는 발가락 위치 2
